# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios and interactions are fabricated. Not real banking data. Loan product lender names are real Indian lenders; their rates and limits are APPROXIMATE figures near published rate cards, not quotes, and imply no offer or approval.
user_id,record_type,days_ago,product_id,purpose,amount,tenure,strategy,suitability,status,event_type,SYNTHETIC
syn-0013,EVENT,164.60004703253324,HL-101,,,,,,,VIEWED,TRUE
syn-0021,RECOMMENDATION,166.2,HL-102,BUSINESS,1519100.0,24,BORROW_40_LIQUIDATE_60,0.492,RECOMMENDED,,TRUE
syn-0021,EVENT,165.97121771039045,HL-102,,,,,,,DECLINED,TRUE
syn-0022,RECOMMENDATION,221.5,VL-202,VEHICLE,2752700.0,48,BORROW_20_LIQUIDATE_80,0.804,RECOMMENDED,,TRUE
syn-0022,EVENT,221.40224915054569,VL-202,,,,,,,VIEWED,TRUE
syn-0022,RECOMMENDATION,218.4,EL-301,MEDICAL,292100.0,120,LIQUIDATE_100,0.411,RECOMMENDED,,TRUE
syn-0022,EVENT,217.73365816890595,EL-301,,,,,,,DECLINED,TRUE
syn-0024,RECOMMENDATION,406.5,VL-202,PERSONAL,4667100.0,120,BORROW_100,0.807,RECOMMENDED,,TRUE
syn-0024,EVENT,406.43572956772397,VL-202,,,,,,,ACCEPTED,TRUE
syn-0024,RECOMMENDATION,87.5,HL-102,EDUCATION,406600.0,48,LIQUIDATE_100,0.435,RECOMMENDED,,TRUE
syn-0024,EVENT,87.44362748126932,HL-102,,,,,,,VIEWED,TRUE
syn-0025,RECOMMENDATION,524.8,HL-101,BUSINESS,510900.0,48,BORROW_20_LIQUIDATE_80,0.671,RECOMMENDED,,TRUE
syn-0025,EVENT,524.1745588465295,HL-101,,,,,,,VIEWED,TRUE
syn-0025,RECOMMENDATION,282.2,PL-401,BUSINESS,1261500.0,12,BORROW_40_LIQUIDATE_60,0.855,RECOMMENDED,,TRUE
syn-0025,EVENT,281.87059782249486,PL-401,,,,,,,ACCEPTED,TRUE
syn-0025,RECOMMENDATION,45.0,HL-104,HOME,204300.0,24,BORROW_80_LIQUIDATE_20,0.437,RECOMMENDED,,TRUE
syn-0025,EVENT,44.87647494301344,HL-104,,,,,,,VIEWED,TRUE
syn-0025,RECOMMENDATION,433.6,PL-401,HOME,2370000.0,120,BORROW_20_LIQUIDATE_80,0.708,RECOMMENDED,,TRUE
syn-0025,EVENT,433.064813436525,PL-401,,,,,,,ACCEPTED,TRUE
syn-0026,RECOMMENDATION,143.8,HL-102,BUSINESS,362400.0,24,LIQUIDATE_100,0.556,RECOMMENDED,,TRUE
syn-0026,EVENT,143.2759429664679,HL-102,,,,,,,ACCEPTED,TRUE
syn-0026,RECOMMENDATION,84.8,PL-402,EDUCATION,692300.0,48,BORROW_100,0.561,RECOMMENDED,,TRUE
syn-0026,EVENT,84.58092638177246,PL-402,,,,,,,ACCEPTED,TRUE
syn-0030,RECOMMENDATION,230.0,EL-302,PERSONAL,2606600.0,84,LIQUIDATE_100,0.791,RECOMMENDED,,TRUE
syn-0030,EVENT,229.16983493602655,EL-302,,,,,,,VIEWED,TRUE
syn-0030,RECOMMENDATION,346.1,HL-101,VEHICLE,966700.0,24,BORROW_40_LIQUIDATE_60,0.532,RECOMMENDED,,TRUE
syn-0030,EVENT,345.3232286370468,HL-101,,,,,,,ACCEPTED,TRUE
syn-0030,RECOMMENDATION,27.3,VL-202,MEDICAL,4816200.0,84,BORROW_80_LIQUIDATE_20,0.696,RECOMMENDED,,TRUE
syn-0030,EVENT,26.339076796440786,VL-202,,,,,,,VIEWED,TRUE
syn-0037,RECOMMENDATION,492.0,VL-202,BUSINESS,4099100.0,60,BORROW_40_LIQUIDATE_60,0.493,RECOMMENDED,,TRUE
syn-0037,EVENT,491.0670544297312,VL-202,,,,,,,ACCEPTED,TRUE
syn-0041,RECOMMENDATION,15.1,BL-602,BUSINESS,292100.0,84,BORROW_20_LIQUIDATE_80,0.558,RECOMMENDED,,TRUE
syn-0041,EVENT,14.823202673101012,BL-602,,,,,,,ACCEPTED,TRUE
syn-0041,RECOMMENDATION,52.5,VL-202,BUSINESS,2122800.0,24,LIQUIDATE_100,0.712,RECOMMENDED,,TRUE
syn-0041,EVENT,52.239369584633764,VL-202,,,,,,,VIEWED,TRUE
syn-0041,RECOMMENDATION,321.0,VL-201,HOME,489300.0,12,BORROW_20_LIQUIDATE_80,0.571,RECOMMENDED,,TRUE
syn-0041,EVENT,320.5319221045171,VL-201,,,,,,,DECLINED,TRUE
syn-0045,RECOMMENDATION,225.8,PL-403,EDUCATION,1552600.0,12,BORROW_60_LIQUIDATE_40,0.693,RECOMMENDED,,TRUE
syn-0045,EVENT,224.82760933626827,PL-403,,,,,,,VIEWED,TRUE
syn-0045,RECOMMENDATION,113.7,VL-202,VEHICLE,214100.0,60,BORROW_80_LIQUIDATE_20,0.683,RECOMMENDED,,TRUE
syn-0045,EVENT,113.33616543387586,VL-202,,,,,,,VIEWED,TRUE
syn-0046,RECOMMENDATION,397.6,EL-302,HOME,286000.0,24,BORROW_60_LIQUIDATE_40,0.549,RECOMMENDED,,TRUE
syn-0046,EVENT,397.57827001424175,EL-302,,,,,,,VIEWED,TRUE
syn-0046,RECOMMENDATION,411.6,HL-101,HOME,259500.0,48,BORROW_40_LIQUIDATE_60,0.38,RECOMMENDED,,TRUE
syn-0046,EVENT,410.844505846769,HL-101,,,,,,,ACCEPTED,TRUE
syn-0050,RECOMMENDATION,275.3,ML-501,EDUCATION,181800.0,12,LIQUIDATE_100,0.388,RECOMMENDED,,TRUE
syn-0050,EVENT,274.34302443997683,ML-501,,,,,,,ACCEPTED,TRUE
syn-0050,RECOMMENDATION,70.4,HL-103,EDUCATION,101400.0,48,BORROW_80_LIQUIDATE_20,0.437,RECOMMENDED,,TRUE
syn-0050,EVENT,69.50684187902544,HL-103,,,,,,,VIEWED,TRUE
syn-0050,RECOMMENDATION,21.3,PL-403,EDUCATION,2891800.0,120,BORROW_100,0.581,RECOMMENDED,,TRUE
syn-0050,EVENT,21.186523255776187,PL-403,,,,,,,VIEWED,TRUE
syn-0050,RECOMMENDATION,72.9,HL-103,VEHICLE,437100.0,120,BORROW_100,0.434,RECOMMENDED,,TRUE
syn-0050,EVENT,72.8978308903336,HL-103,,,,,,,VIEWED,TRUE
syn-0050,RECOMMENDATION,315.3,EL-301,VEHICLE,4271900.0,120,BORROW_100,0.607,RECOMMENDED,,TRUE
syn-0050,EVENT,315.28600595691995,EL-301,,,,,,,VIEWED,TRUE
syn-0052,RECOMMENDATION,55.6,PL-401,PERSONAL,4126000.0,84,LIQUIDATE_100,0.774,RECOMMENDED,,TRUE
syn-0052,EVENT,54.89946418298771,PL-401,,,,,,,VIEWED,TRUE
syn-0052,RECOMMENDATION,108.1,VL-203,EDUCATION,1829300.0,60,LIQUIDATE_100,0.912,RECOMMENDED,,TRUE
syn-0052,EVENT,108.0642453763254,VL-203,,,,,,,DECLINED,TRUE
syn-0054,RECOMMENDATION,150.2,VL-202,MEDICAL,4254900.0,48,BORROW_40_LIQUIDATE_60,0.943,RECOMMENDED,,TRUE
syn-0054,EVENT,149.2513420198589,VL-202,,,,,,,VIEWED,TRUE
syn-0055,RECOMMENDATION,86.4,BL-602,BUSINESS,450700.0,48,BORROW_20_LIQUIDATE_80,0.676,RECOMMENDED,,TRUE
syn-0055,EVENT,85.8000850316092,BL-602,,,,,,,VIEWED,TRUE
syn-0055,RECOMMENDATION,529.2,PL-401,EDUCATION,804800.0,36,BORROW_20_LIQUIDATE_80,0.311,RECOMMENDED,,TRUE
syn-0055,EVENT,528.3078971895544,PL-401,,,,,,,VIEWED,TRUE
syn-0055,RECOMMENDATION,312.8,HL-104,HOME,2241000.0,60,LIQUIDATE_100,0.824,RECOMMENDED,,TRUE
syn-0055,EVENT,312.4194292410224,HL-104,,,,,,,VIEWED,TRUE
syn-0056,RECOMMENDATION,387.9,HL-102,VEHICLE,5060500.0,120,BORROW_60_LIQUIDATE_40,0.35,RECOMMENDED,,TRUE
syn-0056,EVENT,387.58527490926656,HL-102,,,,,,,VIEWED,TRUE
syn-0056,RECOMMENDATION,370.9,EL-302,PERSONAL,217300.0,48,BORROW_40_LIQUIDATE_60,0.732,RECOMMENDED,,TRUE
syn-0056,EVENT,370.49917736073826,EL-302,,,,,,,ACCEPTED,TRUE
syn-0056,RECOMMENDATION,297.1,PL-403,MEDICAL,1905500.0,48,BORROW_60_LIQUIDATE_40,0.901,RECOMMENDED,,TRUE
syn-0056,EVENT,297.04253047674666,PL-403,,,,,,,DECLINED,TRUE
syn-0056,RECOMMENDATION,344.3,BL-601,EDUCATION,1028500.0,120,LIQUIDATE_100,0.726,RECOMMENDED,,TRUE
syn-0056,EVENT,344.1581151486528,BL-601,,,,,,,ACCEPTED,TRUE
syn-0059,RECOMMENDATION,214.3,EL-303,MEDICAL,673800.0,84,LIQUIDATE_100,0.888,RECOMMENDED,,TRUE
syn-0059,EVENT,213.3749254561215,EL-303,,,,,,,ACCEPTED,TRUE
syn-0059,RECOMMENDATION,440.6,HL-104,HOME,321300.0,36,BORROW_40_LIQUIDATE_60,0.593,RECOMMENDED,,TRUE
syn-0059,EVENT,440.02032951144525,HL-104,,,,,,,ACCEPTED,TRUE
syn-0059,RECOMMENDATION,238.3,EL-303,MEDICAL,391100.0,24,BORROW_60_LIQUIDATE_40,0.356,RECOMMENDED,,TRUE
syn-0059,EVENT,238.2559816646627,EL-303,,,,,,,VIEWED,TRUE
syn-0062,RECOMMENDATION,26.5,VL-201,MEDICAL,2235400.0,60,BORROW_20_LIQUIDATE_80,0.813,RECOMMENDED,,TRUE
syn-0062,EVENT,25.6025157437988,VL-201,,,,,,,DECLINED,TRUE
syn-0062,RECOMMENDATION,326.3,EL-303,EDUCATION,173700.0,36,BORROW_100,0.689,RECOMMENDED,,TRUE
syn-0062,EVENT,326.19613156789865,EL-303,,,,,,,VIEWED,TRUE
syn-0066,RECOMMENDATION,221.2,ML-501,PERSONAL,1322000.0,36,BORROW_80_LIQUIDATE_20,0.513,RECOMMENDED,,TRUE
syn-0066,EVENT,220.90849162579744,ML-501,,,,,,,ACCEPTED,TRUE
syn-0066,RECOMMENDATION,192.6,PL-402,PERSONAL,4688700.0,48,BORROW_20_LIQUIDATE_80,0.502,RECOMMENDED,,TRUE
syn-0066,EVENT,192.30555607967364,PL-402,,,,,,,VIEWED,TRUE
syn-0066,RECOMMENDATION,437.7,ML-501,PERSONAL,181200.0,60,BORROW_80_LIQUIDATE_20,0.64,RECOMMENDED,,TRUE
syn-0066,EVENT,436.7053882076035,ML-501,,,,,,,VIEWED,TRUE
syn-0067,RECOMMENDATION,115.7,PL-401,VEHICLE,858700.0,24,BORROW_100,0.457,RECOMMENDED,,TRUE
syn-0067,EVENT,115.33498714460191,PL-401,,,,,,,VIEWED,TRUE
syn-0079,RECOMMENDATION,219.0,BL-602,PERSONAL,1042600.0,24,LIQUIDATE_100,0.363,RECOMMENDED,,TRUE
syn-0079,EVENT,218.67883075333629,BL-602,,,,,,,ACCEPTED,TRUE
syn-0079,RECOMMENDATION,332.6,BL-601,HOME,2001300.0,24,BORROW_60_LIQUIDATE_40,0.513,RECOMMENDED,,TRUE
syn-0079,EVENT,331.89022625829244,BL-601,,,,,,,ACCEPTED,TRUE
syn-0079,RECOMMENDATION,366.0,BL-602,MEDICAL,581900.0,12,BORROW_100,0.457,RECOMMENDED,,TRUE
syn-0079,EVENT,365.92305510446516,BL-602,,,,,,,VIEWED,TRUE
syn-0079,RECOMMENDATION,454.9,VL-201,BUSINESS,1303400.0,48,BORROW_40_LIQUIDATE_60,0.634,RECOMMENDED,,TRUE
syn-0079,EVENT,454.304808751632,VL-201,,,,,,,VIEWED,TRUE
syn-0080,RECOMMENDATION,167.1,BL-601,PERSONAL,218500.0,84,BORROW_20_LIQUIDATE_80,0.377,RECOMMENDED,,TRUE
syn-0080,EVENT,166.39424932108983,BL-601,,,,,,,DECLINED,TRUE
syn-0080,RECOMMENDATION,434.7,PL-403,PERSONAL,381500.0,84,BORROW_20_LIQUIDATE_80,0.749,RECOMMENDED,,TRUE
syn-0080,EVENT,434.2272516895222,PL-403,,,,,,,DECLINED,TRUE
syn-0080,RECOMMENDATION,49.2,EL-301,MEDICAL,2934200.0,120,BORROW_100,0.558,RECOMMENDED,,TRUE
syn-0080,EVENT,48.63186245341501,EL-301,,,,,,,VIEWED,TRUE
syn-0080,RECOMMENDATION,361.6,HL-101,HOME,6162800.0,36,BORROW_40_LIQUIDATE_60,0.542,RECOMMENDED,,TRUE
syn-0080,EVENT,361.21441731735115,HL-101,,,,,,,VIEWED,TRUE
syn-0081,RECOMMENDATION,269.6,PL-403,EDUCATION,125900.0,24,BORROW_100,0.61,RECOMMENDED,,TRUE
syn-0081,EVENT,269.24694755991686,PL-403,,,,,,,ACCEPTED,TRUE
syn-0081,RECOMMENDATION,178.6,EL-303,MEDICAL,122900.0,120,LIQUIDATE_100,0.543,RECOMMENDED,,TRUE
syn-0081,EVENT,178.5397675929471,EL-303,,,,,,,VIEWED,TRUE
syn-0081,RECOMMENDATION,284.0,EL-301,PERSONAL,1069100.0,48,LIQUIDATE_100,0.303,RECOMMENDED,,TRUE
syn-0081,EVENT,283.29069468505776,EL-301,,,,,,,VIEWED,TRUE
syn-0081,RECOMMENDATION,458.3,HL-102,PERSONAL,618000.0,48,BORROW_40_LIQUIDATE_60,0.345,RECOMMENDED,,TRUE
syn-0081,EVENT,457.5678140753593,HL-102,,,,,,,VIEWED,TRUE
syn-0085,RECOMMENDATION,371.0,EL-302,PERSONAL,1143400.0,12,BORROW_100,0.577,RECOMMENDED,,TRUE
syn-0085,EVENT,370.490197369237,EL-302,,,,,,,ACCEPTED,TRUE
syn-0085,RECOMMENDATION,382.3,PL-401,BUSINESS,152700.0,24,BORROW_40_LIQUIDATE_60,0.689,RECOMMENDED,,TRUE
syn-0085,EVENT,382.2712011527637,PL-401,,,,,,,ACCEPTED,TRUE
syn-0085,RECOMMENDATION,475.0,HL-104,VEHICLE,1038300.0,60,BORROW_60_LIQUIDATE_40,0.857,RECOMMENDED,,TRUE
syn-0085,EVENT,474.4229966034416,HL-104,,,,,,,VIEWED,TRUE
syn-0087,RECOMMENDATION,161.8,HL-103,BUSINESS,2198400.0,24,BORROW_100,0.655,RECOMMENDED,,TRUE
syn-0087,EVENT,161.1611557770318,HL-103,,,,,,,VIEWED,TRUE
syn-0087,RECOMMENDATION,247.0,HL-102,MEDICAL,217500.0,12,BORROW_20_LIQUIDATE_80,0.777,RECOMMENDED,,TRUE
syn-0087,EVENT,246.25991404433083,HL-102,,,,,,,DECLINED,TRUE
syn-0087,RECOMMENDATION,103.4,VL-201,BUSINESS,418700.0,36,BORROW_80_LIQUIDATE_20,0.593,RECOMMENDED,,TRUE
syn-0087,EVENT,102.66694410374049,VL-201,,,,,,,VIEWED,TRUE
syn-0088,RECOMMENDATION,513.7,HL-102,BUSINESS,320200.0,36,BORROW_20_LIQUIDATE_80,0.483,RECOMMENDED,,TRUE
syn-0088,EVENT,513.6486950403332,HL-102,,,,,,,VIEWED,TRUE
syn-0088,RECOMMENDATION,57.7,HL-104,HOME,934400.0,12,BORROW_100,0.318,RECOMMENDED,,TRUE
syn-0088,EVENT,56.80510398726392,HL-104,,,,,,,VIEWED,TRUE
syn-0088,RECOMMENDATION,519.2,PL-402,MEDICAL,115000.0,60,BORROW_60_LIQUIDATE_40,0.921,RECOMMENDED,,TRUE
syn-0088,EVENT,519.0373300913287,PL-402,,,,,,,DECLINED,TRUE
syn-0088,RECOMMENDATION,83.3,HL-102,VEHICLE,283600.0,48,LIQUIDATE_100,0.314,RECOMMENDED,,TRUE
syn-0088,EVENT,82.9885956785953,HL-102,,,,,,,VIEWED,TRUE
syn-0088,RECOMMENDATION,357.9,EL-303,VEHICLE,5132000.0,60,LIQUIDATE_100,0.502,RECOMMENDED,,TRUE
syn-0088,EVENT,357.0004218791026,EL-303,,,,,,,ACCEPTED,TRUE
syn-0091,RECOMMENDATION,78.0,BL-601,PERSONAL,1240000.0,60,BORROW_60_LIQUIDATE_40,0.418,RECOMMENDED,,TRUE
syn-0091,EVENT,77.11861724839433,BL-601,,,,,,,VIEWED,TRUE
syn-0091,RECOMMENDATION,258.9,HL-103,EDUCATION,1636100.0,120,BORROW_40_LIQUIDATE_60,0.429,RECOMMENDED,,TRUE
syn-0091,EVENT,258.2496274445737,HL-103,,,,,,,VIEWED,TRUE
syn-0091,RECOMMENDATION,22.7,EL-302,MEDICAL,234100.0,48,BORROW_20_LIQUIDATE_80,0.734,RECOMMENDED,,TRUE
syn-0091,EVENT,21.801907307838345,EL-302,,,,,,,VIEWED,TRUE
syn-0091,RECOMMENDATION,326.2,HL-104,MEDICAL,443600.0,48,BORROW_40_LIQUIDATE_60,0.949,RECOMMENDED,,TRUE
syn-0091,EVENT,325.6323352164493,HL-104,,,,,,,VIEWED,TRUE
syn-0091,RECOMMENDATION,438.9,EL-302,BUSINESS,225600.0,36,BORROW_100,0.607,RECOMMENDED,,TRUE
syn-0091,EVENT,438.33135371542056,EL-302,,,,,,,DECLINED,TRUE
syn-0093,RECOMMENDATION,192.4,PL-403,VEHICLE,1481500.0,24,BORROW_40_LIQUIDATE_60,0.671,RECOMMENDED,,TRUE
syn-0093,EVENT,192.14667544095207,PL-403,,,,,,,VIEWED,TRUE
syn-0095,RECOMMENDATION,149.9,PL-401,PERSONAL,4023600.0,60,BORROW_80_LIQUIDATE_20,0.686,RECOMMENDED,,TRUE
syn-0095,EVENT,148.91369263498038,PL-401,,,,,,,ACCEPTED,TRUE
syn-0095,RECOMMENDATION,331.1,BL-601,EDUCATION,3533400.0,60,BORROW_40_LIQUIDATE_60,0.944,RECOMMENDED,,TRUE
syn-0095,EVENT,330.8634310319043,BL-601,,,,,,,VIEWED,TRUE
syn-0095,RECOMMENDATION,113.6,VL-203,MEDICAL,101700.0,48,BORROW_80_LIQUIDATE_20,0.874,RECOMMENDED,,TRUE
syn-0095,EVENT,113.1756700582553,VL-203,,,,,,,VIEWED,TRUE
syn-0095,RECOMMENDATION,365.1,PL-402,HOME,454200.0,48,BORROW_80_LIQUIDATE_20,0.372,RECOMMENDED,,TRUE
syn-0095,EVENT,364.41410626944383,PL-402,,,,,,,ACCEPTED,TRUE
syn-0095,RECOMMENDATION,478.1,HL-104,BUSINESS,1115000.0,12,BORROW_20_LIQUIDATE_80,0.338,RECOMMENDED,,TRUE
syn-0095,EVENT,477.250522367273,HL-104,,,,,,,VIEWED,TRUE
syn-0097,RECOMMENDATION,92.2,BL-602,EDUCATION,1756400.0,60,BORROW_40_LIQUIDATE_60,0.832,RECOMMENDED,,TRUE
syn-0097,EVENT,92.1500954810152,BL-602,,,,,,,ACCEPTED,TRUE
syn-0097,RECOMMENDATION,361.1,HL-103,PERSONAL,150200.0,12,BORROW_60_LIQUIDATE_40,0.379,RECOMMENDED,,TRUE
syn-0097,EVENT,360.2906222253453,HL-103,,,,,,,DECLINED,TRUE
syn-0097,RECOMMENDATION,88.7,PL-402,EDUCATION,1895000.0,12,BORROW_100,0.378,RECOMMENDED,,TRUE
syn-0097,EVENT,88.61040437074371,PL-402,,,,,,,VIEWED,TRUE
syn-0097,RECOMMENDATION,307.1,HL-103,MEDICAL,3911400.0,120,BORROW_20_LIQUIDATE_80,0.781,RECOMMENDED,,TRUE
syn-0097,EVENT,306.81206378315716,HL-103,,,,,,,VIEWED,TRUE
syn-0101,RECOMMENDATION,490.1,EL-303,VEHICLE,1641200.0,12,BORROW_100,0.562,RECOMMENDED,,TRUE
syn-0101,EVENT,489.52960619355963,EL-303,,,,,,,VIEWED,TRUE
syn-0103,RECOMMENDATION,304.5,PL-403,EDUCATION,6267700.0,48,BORROW_80_LIQUIDATE_20,0.474,RECOMMENDED,,TRUE
syn-0103,EVENT,304.13539695390637,PL-403,,,,,,,DECLINED,TRUE
syn-0103,RECOMMENDATION,509.1,BL-601,HOME,776500.0,84,BORROW_100,0.325,RECOMMENDED,,TRUE
syn-0103,EVENT,508.1270668070371,BL-601,,,,,,,DECLINED,TRUE
syn-0104,RECOMMENDATION,381.8,BL-602,BUSINESS,196400.0,36,BORROW_60_LIQUIDATE_40,0.655,RECOMMENDED,,TRUE
syn-0104,EVENT,381.7564193846877,BL-602,,,,,,,VIEWED,TRUE
syn-0104,RECOMMENDATION,282.8,VL-203,MEDICAL,505300.0,24,LIQUIDATE_100,0.539,RECOMMENDED,,TRUE
syn-0104,EVENT,281.96110235455905,VL-203,,,,,,,ACCEPTED,TRUE
syn-0104,RECOMMENDATION,332.1,HL-103,BUSINESS,133400.0,48,BORROW_80_LIQUIDATE_20,0.344,RECOMMENDED,,TRUE
syn-0104,EVENT,331.49901790834554,HL-103,,,,,,,VIEWED,TRUE
syn-0104,RECOMMENDATION,109.6,VL-201,EDUCATION,3938400.0,84,BORROW_100,0.706,RECOMMENDED,,TRUE
syn-0104,EVENT,109.48826234325882,VL-201,,,,,,,VIEWED,TRUE
syn-0108,RECOMMENDATION,417.7,HL-103,BUSINESS,555500.0,12,LIQUIDATE_100,0.689,RECOMMENDED,,TRUE
syn-0108,EVENT,416.8027810820834,HL-103,,,,,,,VIEWED,TRUE
syn-0108,RECOMMENDATION,172.6,VL-203,PERSONAL,3751500.0,12,BORROW_80_LIQUIDATE_20,0.651,RECOMMENDED,,TRUE
syn-0108,EVENT,172.14795873620443,VL-203,,,,,,,VIEWED,TRUE
syn-0109,RECOMMENDATION,151.0,EL-301,MEDICAL,980700.0,24,BORROW_100,0.927,RECOMMENDED,,TRUE
syn-0109,EVENT,150.33674382770394,EL-301,,,,,,,VIEWED,TRUE
syn-0109,RECOMMENDATION,378.9,PL-402,EDUCATION,2177500.0,36,BORROW_20_LIQUIDATE_80,0.814,RECOMMENDED,,TRUE
syn-0109,EVENT,378.107180941989,PL-402,,,,,,,VIEWED,TRUE
syn-0109,RECOMMENDATION,344.2,PL-402,BUSINESS,233600.0,24,BORROW_20_LIQUIDATE_80,0.913,RECOMMENDED,,TRUE
syn-0109,EVENT,343.42239832266955,PL-402,,,,,,,VIEWED,TRUE
syn-0110,RECOMMENDATION,398.4,VL-202,HOME,3979300.0,48,BORROW_40_LIQUIDATE_60,0.39,RECOMMENDED,,TRUE
syn-0110,EVENT,398.2694686855207,VL-202,,,,,,,DECLINED,TRUE
syn-0110,RECOMMENDATION,273.4,EL-301,BUSINESS,1142700.0,120,LIQUIDATE_100,0.451,RECOMMENDED,,TRUE
syn-0110,EVENT,272.9415294270168,EL-301,,,,,,,VIEWED,TRUE
syn-0110,RECOMMENDATION,185.1,EL-303,BUSINESS,1154400.0,84,BORROW_20_LIQUIDATE_80,0.506,RECOMMENDED,,TRUE
syn-0110,EVENT,184.77378684283798,EL-303,,,,,,,VIEWED,TRUE
syn-0110,RECOMMENDATION,84.4,PL-403,PERSONAL,207000.0,60,BORROW_20_LIQUIDATE_80,0.8,RECOMMENDED,,TRUE
syn-0110,EVENT,83.692966524794,PL-403,,,,,,,VIEWED,TRUE
syn-0110,RECOMMENDATION,22.0,HL-103,VEHICLE,3888300.0,120,LIQUIDATE_100,0.503,RECOMMENDED,,TRUE
syn-0110,EVENT,21.61979280040615,HL-103,,,,,,,VIEWED,TRUE
syn-0112,RECOMMENDATION,315.8,PL-401,BUSINESS,4468700.0,36,BORROW_40_LIQUIDATE_60,0.494,RECOMMENDED,,TRUE
syn-0112,EVENT,314.83879166495706,PL-401,,,,,,,DECLINED,TRUE
syn-0112,RECOMMENDATION,41.5,BL-601,MEDICAL,169300.0,60,BORROW_60_LIQUIDATE_40,0.58,RECOMMENDED,,TRUE
syn-0112,EVENT,40.8621080818336,BL-601,,,,,,,ACCEPTED,TRUE
syn-0112,RECOMMENDATION,420.8,PL-401,MEDICAL,103600.0,84,BORROW_100,0.757,RECOMMENDED,,TRUE
