# SYNTHETIC REPAYMENT OUTCOMES — drawn by training/generate_risk_outcomes.py from a documented latent-risk model. Nobody defaulted; nobody exists.
user_id,defaulted,latent_default_probability,latent_shock,SYNTHETIC
syn-0168,0,0.015381,0.397521,TRUE
syn-0169,0,0.014486,-1.013804,TRUE
syn-0170,0,0.002205,-0.979706,TRUE
syn-0171,0,0.000949,-0.980295,TRUE
syn-0172,1,0.22993,0.759899,TRUE
syn-0173,0,0.311602,0.280346,TRUE
syn-0174,0,0.145196,-0.779703,TRUE
syn-0175,0,0.180631,0.429934,TRUE
syn-0176,0,0.119039,0.185777,TRUE
syn-0177,0,0.01014,-1.589238,TRUE
syn-0178,1,0.082624,0.066694,TRUE
syn-0179,1,0.42035,-0.075563,TRUE
syn-0180,0,0.019464,0.131893,TRUE
syn-0181,0,0.011083,0.306931,TRUE
syn-0182,0,0.050779,-0.451769,TRUE
syn-0183,0,0.243934,1.026324,TRUE
syn-0184,0,0.02605,0.522333,TRUE
syn-0185,0,0.046641,-0.709298,TRUE
syn-0186,0,0.062237,0.782276,TRUE
syn-0187,0,0.00417,-1.358469,TRUE
syn-0188,0,0.097823,0.354379,TRUE
syn-0189,0,0.031029,-0.440816,TRUE
syn-0190,1,0.247381,2.288026,TRUE
syn-0191,0,0.058898,-0.312346,TRUE
syn-0192,0,0.002048,-0.924483,TRUE
syn-0193,0,0.008015,0.159841,TRUE
syn-0194,1,0.634715,2.387375,TRUE
syn-0195,0,0.086459,-0.524021,TRUE
syn-0196,0,0.133093,0.484097,TRUE
syn-0197,1,0.071624,0.224341,TRUE
syn-0198,1,0.073074,-0.29028,TRUE
syn-0199,0,0.103711,0.435689,TRUE
syn-0200,1,0.202882,0.15841,TRUE
syn-0201,0,0.051896,-0.676516,TRUE
syn-0202,0,0.340319,0.069852,TRUE
syn-0203,0,0.026255,-0.868181,TRUE
syn-0204,0,0.012594,-1.191663,TRUE
syn-0205,0,0.049215,-0.458635,TRUE
syn-0206,0,0.014682,0.443066,TRUE
syn-0207,0,0.011405,-1.110009,TRUE
syn-0208,1,0.098845,-1.043118,TRUE
syn-0209,0,0.108369,-1.146037,TRUE
syn-0210,1,0.293545,1.276201,TRUE
syn-0211,0,0.062952,-0.160823,TRUE
syn-0212,0,0.038422,-0.732042,TRUE
syn-0213,0,0.3056,0.8008,TRUE
syn-0214,0,0.003245,-1.575355,TRUE
syn-0215,0,0.228556,0.084556,TRUE
syn-0216,0,0.158491,0.384958,TRUE
syn-0217,0,0.146471,0.693275,TRUE
syn-0218,0,0.061427,0.416237,TRUE
syn-0219,0,0.25937,0.233291,TRUE
syn-0220,1,0.400914,1.693177,TRUE
syn-0221,0,0.016501,-0.49333,TRUE
syn-0222,0,0.02773,0.324268,TRUE
syn-0223,1,0.498197,0.500628,TRUE
syn-0224,0,0.10136,0.039864,TRUE
syn-0225,0,0.005819,-1.404441,TRUE
syn-0226,0,0.090037,1.239237,TRUE
syn-0227,0,0.03887,-0.734048,TRUE
syn-0228,0,0.033023,-0.342716,TRUE
syn-0229,0,0.105879,0.345205,TRUE
syn-0230,0,0.057139,-1.172977,TRUE
syn-0231,0,0.007467,-1.113916,TRUE
syn-0232,0,0.109568,0.573594,TRUE
syn-0233,0,0.018672,0.133992,TRUE
syn-0234,0,0.016174,-0.083347,TRUE
syn-0235,0,0.151832,0.254758,TRUE
syn-0236,0,0.028405,0.85137,TRUE
syn-0237,0,0.028865,0.016195,TRUE
syn-0238,0,0.043752,0.602816,TRUE
syn-0239,0,0.042521,-0.082653,TRUE
syn-0240,0,0.042609,-0.534778,TRUE
syn-0241,0,0.414995,1.784894,TRUE
syn-0242,0,0.01925,-0.5504,TRUE
syn-0243,0,0.012345,-1.649423,TRUE
syn-0244,0,0.118188,1.042148,TRUE
syn-0245,1,0.061706,-0.225524,TRUE
syn-0246,0,0.108192,1.471492,TRUE
syn-0247,0,0.056777,-0.25824,TRUE
syn-0248,0,0.127005,1.853237,TRUE
syn-0249,0,0.327967,0.506406,TRUE
syn-0250,0,0.022859,-1.238086,TRUE
syn-0251,0,0.08766,-0.218429,TRUE
syn-0252,0,0.048026,1.273069,TRUE
syn-0253,0,0.079317,0.341304,TRUE
syn-0254,0,0.003103,0.169902,TRUE
syn-0255,0,0.042729,1.686719,TRUE
syn-0256,1,0.128717,-1.190086,TRUE
syn-0257,1,0.343088,1.772359,TRUE
syn-0258,0,0.001599,-1.115407,TRUE
syn-0259,0,0.159638,0.487062,TRUE
syn-0260,0,0.05489,-1.209743,TRUE
syn-0261,0,0.050448,0.196644,TRUE
syn-0262,0,0.213683,0.564468,TRUE
syn-0263,0,0.541626,1.501069,TRUE
syn-0264,1,0.058952,0.939661,TRUE
syn-0265,0,0.315751,1.062447,TRUE
syn-0266,0,0.148774,1.613345,TRUE
syn-0267,0,0.005838,-1.677407,TRUE
syn-0268,0,0.025804,0.258992,TRUE
syn-0269,0,0.132719,-0.083533,TRUE
syn-0270,1,0.066461,-0.521057,TRUE
syn-0271,0,0.012308,-0.966573,TRUE
syn-0272,1,0.734912,0.347927,TRUE
syn-0273,0,0.269392,0.656709,TRUE
syn-0274,0,0.001073,-1.05295,TRUE
syn-0275,0,0.153711,0.497031,TRUE
syn-0276,0,0.327765,1.447188,TRUE
syn-0277,0,0.062332,-0.005341,TRUE
syn-0278,0,0.046509,0.517243,TRUE
syn-0279,1,0.058023,-0.438991,TRUE
syn-0280,0,0.003655,-0.935244,TRUE
syn-0281,1,0.121849,-0.48608,TRUE
syn-0282,0,0.002333,-0.484515,TRUE
syn-0283,1,0.393973,0.402493,TRUE
syn-0284,0,0.04243,1.552912,TRUE
syn-0285,0,0.002585,-0.975916,TRUE
syn-0286,0,0.083086,0.23299,TRUE
syn-0287,0,0.149964,-0.621639,TRUE
syn-0288,0,0.005477,-0.030181,TRUE
syn-0289,0,0.003733,-0.386801,TRUE
syn-0290,0,0.087957,0.644991,TRUE
syn-0291,0,0.02798,-1.565066,TRUE
syn-0292,0,0.046804,-0.901609,TRUE
syn-0293,0,0.109227,0.252128,TRUE
syn-0294,0,0.02803,0.313837,TRUE
syn-0295,0,0.090581,1.153534,TRUE
syn-0296,0,0.008633,-1.090686,TRUE
syn-0297,0,0.067219,0.551969,TRUE
syn-0298,0,0.029407,-0.565504,TRUE
syn-0299,0,0.323415,1.101453,TRUE
syn-0300,0,0.034517,-0.352043,TRUE
syn-0301,0,0.044582,-0.247926,TRUE
syn-0302,0,0.030405,-0.430415,TRUE
syn-0303,0,0.038126,0.242828,TRUE
syn-0304,0,0.140381,1.009859,TRUE
syn-0305,0,0.136204,0.823494,TRUE
syn-0306,0,0.092054,-0.715623,TRUE
syn-0307,0,0.003397,-0.460606,TRUE
syn-0308,1,0.851111,2.024806,TRUE
syn-0309,0,0.443062,0.900471,TRUE
syn-0310,0,0.032823,-0.59716,TRUE
syn-0311,0,0.127213,-0.452623,TRUE
syn-0312,0,0.241159,0.032635,TRUE
syn-0313,0,0.014052,-0.749921,TRUE
syn-0314,0,0.023674,-0.303856,TRUE
syn-0315,0,0.021631,-0.803046,TRUE
syn-0316,0,0.090579,-1.38968,TRUE
syn-0317,0,0.016043,-2.03824,TRUE
syn-0318,1,0.476844,0.22083,TRUE
syn-0319,0,0.013939,1.163104,TRUE
syn-0320,0,0.067754,0.35364,TRUE
syn-0321,0,0.170634,0.432263,TRUE
syn-0322,1,0.391948,0.22735,TRUE
syn-0323,1,0.137206,0.494406,TRUE
syn-0324,0,0.102334,-1.126302,TRUE
syn-0325,0,0.004999,-1.590256,TRUE
syn-0326,0,0.00357,-0.62851,TRUE
syn-0327,0,0.024848,-0.101613,TRUE
syn-0328,0,0.009522,-0.517527,TRUE
syn-0329,0,0.005563,-0.667561,TRUE
syn-0330,0,0.028276,-0.524397,TRUE
syn-0331,0,0.024958,0.420665,TRUE
syn-0332,0,0.053703,0.205431,TRUE
syn-0333,0,0.464491,0.549099,TRUE
syn-0334,1,0.797466,0.759564,TRUE
syn-0335,1,0.362334,2.13997,TRUE
syn-0336,0,0.080846,0.121415,TRUE
syn-0337,1,0.06768,1.082958,TRUE
syn-0338,0,0.354956,1.697235,TRUE
syn-0339,0,0.194262,0.544895,TRUE
syn-0340,0,0.214552,0.220356,TRUE
syn-0341,0,0.222431,0.797034,TRUE
syn-0342,0,0.013535,-0.715045,TRUE
syn-0343,0,0.010879,0.156964,TRUE
syn-0344,0,0.104621,1.147539,TRUE
syn-0345,0,0.020154,-0.350292,TRUE
syn-0346,0,0.048426,-0.426608,TRUE
syn-0347,0,0.103261,-1.500711,TRUE
syn-0348,0,0.10251,0.517385,TRUE
syn-0349,0,0.333913,0.864602,TRUE
syn-0350,0,0.018371,-1.195455,TRUE
syn-0351,0,0.155245,0.596964,TRUE
syn-0352,0,0.576803,0.916096,TRUE
syn-0353,0,0.02361,0.642106,TRUE
syn-0354,0,0.02648,1.334757,TRUE
syn-0355,1,0.699653,0.976135,TRUE
syn-0356,0,0.445533,1.579423,TRUE
syn-0357,0,0.019546,-0.62573,TRUE
syn-0358,0,0.154707,-0.640517,TRUE
syn-0359,0,0.098925,0.212494,TRUE
syn-0360,0,0.368515,0.056516,TRUE
syn-0361,0,0.004329,-0.929903,TRUE
syn-0362,0,0.416693,0.837976,TRUE
syn-0363,0,0.03075,-0.103244,TRUE
syn-0364,0,0.08057,0.268101,TRUE
syn-0365,0,0.168991,0.841219,TRUE
syn-0366,0,0.009266,-0.642419,TRUE
syn-0367,0,0.008094,-1.807416,TRUE
syn-0368,0,0.712614,0.884985,TRUE
syn-0369,0,0.015533,-0.856744,TRUE
syn-0370,0,0.004153,-0.835774,TRUE
syn-0371,0,0.001415,-1.599209,TRUE
syn-0372,0,0.30597,0.794878,TRUE
syn-0373,0,0.382207,1.528454,TRUE
syn-0374,0,0.131047,1.786601,TRUE
syn-0375,0,0.081085,-0.257529,TRUE
syn-0376,0,0.010805,-0.659277,TRUE
syn-0377,0,0.194667,0.904855,TRUE
syn-0378,1,0.389126,1.0788,TRUE
syn-0379,0,0.040276,-0.34203,TRUE
syn-0380,0,0.238351,1.011516,TRUE
syn-0381,0,0.103781,0.400401,TRUE
syn-0382,0,0.02467,-0.187411,TRUE
syn-0383,0,0.031866,-1.643753,TRUE
syn-0384,0,0.178234,0.967709,TRUE
syn-0385,0,0.056735,-1.2203,TRUE
syn-0386,0,0.025832,0.97665,TRUE
syn-0387,1,0.352465,0.301864,TRUE
syn-0388,0,0.068306,-0.115717,TRUE
syn-0389,0,0.037286,0.411371,TRUE
syn-0390,1,0.140331,1.931174,TRUE
syn-0391,0,0.21247,-0.134513,TRUE
syn-0392,0,0.076588,-0.703849,TRUE
syn-0393,0,0.008828,-0.452644,TRUE
syn-0394,1,0.791507,2.656332,TRUE
syn-0395,0,0.029795,-0.87957,TRUE
syn-0396,0,0.01098,-1.045022,TRUE
syn-0397,0,0.034042,-0.531341,TRUE
syn-0398,0,0.161632,0.650557,TRUE
syn-0399,0,0.027749,-0.404838,TRUE
syn-0400,0,0.824035,1.535617,TRUE
syn-0401,0,0.025055,1.397475,TRUE
syn-0402,0,0.068113,0.006213,TRUE
syn-0403,0,0.02049,-0.183775,TRUE
syn-0404,1,0.103472,0.27911,TRUE
syn-0405,0,0.033137,-0.08791,TRUE
syn-0406,0,0.036191,0.059106,TRUE
syn-0407,0,0.200378,0.514452,TRUE
syn-0408,0,0.066429,-0.968038,TRUE
syn-0409,0,0.028363,0.757159,TRUE
syn-0410,0,0.49635,1.160097,TRUE
syn-0411,0,0.021823,-0.855334,TRUE
syn-0412,0,0.013102,-1.315949,TRUE
syn-0413,0,0.007154,-1.406402,TRUE
syn-0414,0,0.049423,-1.307231,TRUE
syn-0415,0,0.002248,-1.855517,TRUE
syn-0416,0,0.029032,-0.420864,TRUE
syn-0417,0,0.176336,-0.663934,TRUE
syn-0418,0,0.004257,-0.429699,TRUE
syn-0419,0,0.010275,-0.034587,TRUE
syn-0420,0,0.00348,-1.245533,TRUE
syn-0421,0,0.037509,-1.245086,TRUE
syn-0422,0,0.749172,1.538458,TRUE
syn-0423,0,0.020981,-2.355569,TRUE
syn-0424,1,0.375713,-0.421464,TRUE
syn-0425,0,0.012286,-0.234638,TRUE
syn-0426,0,0.003669,-3.014162,TRUE
syn-0427,1,0.810473,1.883345,TRUE
syn-0428,0,0.009378,-0.784875,TRUE
syn-0429,0,0.226748,1.005311,TRUE
syn-0430,0,0.28313,0.710942,TRUE
syn-0431,0,0.004096,-2.476246,TRUE
syn-0432,0,0.011506,-1.084835,TRUE
syn-0433,0,0.005248,-1.700905,TRUE
syn-0434,0,0.01517,-1.899291,TRUE
syn-0435,0,0.013671,0.114211,TRUE
syn-0436,0,0.001555,-1.704844,TRUE
syn-0437,0,0.006425,-0.747471,TRUE
syn-0438,0,0.03002,0.684437,TRUE
syn-0439,1,0.679968,0.558228,TRUE
syn-0440,0,0.245812,1.187826,TRUE
syn-0441,0,0.152618,0.15796,TRUE
syn-0442,0,0.209177,-0.813946,TRUE
syn-0443,0,0.066189,-0.166879,TRUE
syn-0444,0,0.007384,-0.614374,TRUE
syn-0445,0,0.006886,-1.222545,TRUE
syn-0446,0,0.103518,0.998889,TRUE
syn-0447,0,0.024448,-0.306728,TRUE
syn-0448,0,0.004649,-0.020185,TRUE
syn-0449,0,0.022938,0.814136,TRUE
syn-0450,0,0.009606,1.142022,TRUE
syn-0451,0,0.00528,-0.811567,TRUE
syn-0452,0,0.168648,0.80979,TRUE
syn-0453,0,0.006966,-0.400097,TRUE
syn-0454,0,0.290006,0.821319,TRUE
syn-0455,0,0.150538,0.763164,TRUE
syn-0456,0,0.000859,-1.449869,TRUE
syn-0457,0,0.239736,1.844344,TRUE
syn-0458,0,0.062479,-0.047392,TRUE
syn-0459,0,0.340402,0.302817,TRUE
syn-0460,0,0.132008,-0.378033,TRUE
syn-0461,0,0.047533,0.365014,TRUE
syn-0462,1,0.489445,2.10771,TRUE
syn-0463,0,0.129806,1.849099,TRUE
syn-0464,0,0.033628,0.278212,TRUE
syn-0465,0,0.046598,1.042177,TRUE
syn-0466,0,0.002876,-2.534917,TRUE
syn-0467,0,0.047894,-0.050232,TRUE
syn-0468,0,0.161308,0.767563,TRUE
syn-0469,0,0.034817,-0.466387,TRUE
syn-0470,1,0.521301,0.879188,TRUE
syn-0471,0,0.007183,-2.103611,TRUE
syn-0472,1,0.015464,-0.589044,TRUE
syn-0473,0,0.016024,0.781482,TRUE
syn-0474,0,0.005841,0.423211,TRUE
syn-0475,1,0.377718,1.122695,TRUE
syn-0476,0,0.060609,-0.230752,TRUE
syn-0477,0,0.013905,0.184509,TRUE
syn-0478,0,0.014459,-1.536661,TRUE
syn-0479,0,0.372384,2.54821,TRUE
syn-0480,0,0.162664,0.601837,TRUE
syn-0481,0,0.026415,-0.338921,TRUE
syn-0482,0,0.027868,-0.549351,TRUE
syn-0483,1,0.023237,-0.817029,TRUE
syn-0484,0,0.183869,0.722219,TRUE
syn-0485,0,0.063065,-0.270895,TRUE
syn-0486,0,0.003468,-0.967698,TRUE
syn-0487,0,0.010872,-1.520014,TRUE
syn-0488,0,0.208326,1.898994,TRUE
syn-0489,0,0.506822,2.084477,TRUE
syn-0490,0,0.113889,1.003208,TRUE
syn-0491,0,0.002926,0.086352,TRUE
syn-0492,0,0.006484,0.3449,TRUE
syn-0493,0,0.084002,0.463549,TRUE
syn-0494,0,0.004015,-0.996504,TRUE
syn-0495,1,0.272622,0.775901,TRUE
syn-0496,0,0.346883,1.239165,TRUE
syn-0497,0,0.004441,-0.112072,TRUE
syn-0498,1,0.13089,1.361802,TRUE
syn-0499,0,0.185032,0.524223,TRUE
syn-0500,0,0.001028,-1.026894,TRUE
syn-0501,0,0.024772,-0.243304,TRUE
syn-0502,0,0.005072,-1.276976,TRUE
syn-0503,0,0.052718,-1.238366,TRUE
syn-0504,0,0.016158,0.095916,TRUE
syn-0505,1,0.243803,1.695271,TRUE
syn-0506,0,0.094541,-0.988698,TRUE
syn-0507,0,0.019575,-1.308467,TRUE
syn-0508,0,0.19294,0.460081,TRUE
syn-0509,0,0.035638,-1.888733,TRUE
syn-0510,0,0.192826,0.261762,TRUE
syn-0511,0,0.080284,1.343346,TRUE
syn-0512,0,0.072063,-1.167749,TRUE
syn-0513,0,0.011751,-0.844961,TRUE
syn-0514,0,0.008858,0.404134,TRUE
syn-0515,0,0.034903,-0.290873,TRUE
syn-0516,0,0.024081,0.216518,TRUE
syn-0517,0,0.04167,-1.102269,TRUE
syn-0518,0,0.063237,0.574829,TRUE
syn-0519,0,0.047576,-0.494358,TRUE
syn-0520,0,0.021583,0.42775,TRUE
syn-0521,0,0.020457,-1.367812,TRUE
syn-0522,0,0.007064,-0.260947,TRUE
syn-0523,0,0.003997,-0.805124,TRUE
syn-0524,0,0.188142,-0.577409,TRUE
syn-0525,0,0.031623,-0.316906,TRUE
syn-0526,0,0.036224,-0.887841,TRUE
syn-0527,0,0.025258,0.326281,TRUE
syn-0528,0,0.004795,-2.671874,TRUE
syn-0529,0,0.074847,0.379445,TRUE
syn-0530,0,0.006121,-0.805774,TRUE
syn-0531,0,0.012779,-1.390414,TRUE
syn-0532,0,0.180525,-0.44919,TRUE
syn-0533,0,0.096486,0.474482,TRUE
syn-0534,0,0.056059,-0.053284,TRUE
syn-0535,0,0.004294,-0.828582,TRUE
syn-0536,0,0.120264,0.530484,TRUE
syn-0537,0,0.013248,-0.843706,TRUE
syn-0538,0,0.051542,0.105463,TRUE
syn-0539,0,0.024101,-1.152474,TRUE
syn-0540,0,0.007192,-1.058449,TRUE
syn-0541,0,0.350901,0.382773,TRUE
syn-0542,0,0.010991,-1.134898,TRUE
syn-0543,0,0.043898,0.033807,TRUE
syn-0544,0,0.013203,-1.604781,TRUE
syn-0545,0,0.005872,-0.693934,TRUE
syn-0546,0,0.045278,-0.427884,TRUE
syn-0547,0,0.175014,-0.274026,TRUE
syn-0548,0,0.005222,-0.948247,TRUE
syn-0549,0,0.03472,0.631788,TRUE
syn-0550,0,0.20532,0.58141,TRUE
syn-0551,0,0.066171,0.127982,TRUE
syn-0552,0,0.083853,-0.06959,TRUE
syn-0553,1,0.409648,1.396533,TRUE
syn-0554,0,0.06604,-0.888634,TRUE
syn-0555,0,0.616883,1.231707,TRUE
syn-0556,0,0.003155,-1.619328,TRUE
syn-0557,0,0.006788,0.395704,TRUE
syn-0558,0,0.130733,0.442826,TRUE
syn-0559,0,0.184545,1.832123,TRUE
syn-0560,0,0.093886,-0.500251,TRUE
syn-0561,0,0.007947,0.921019,TRUE
syn-0562,0,0.212423,-0.280177,TRUE
syn-0563,0,0.061794,-0.861806,TRUE
syn-0564,0,0.163903,0.665386,TRUE
syn-0565,0,0.036027,-1.846923,TRUE
syn-0566,0,0.025045,0.948824,TRUE
syn-0567,0,0.015894,-0.041908,TRUE
syn-0568,0,0.069484,-0.266573,TRUE
syn-0569,1,0.726162,2.273734,TRUE
syn-0570,0,0.099037,0.554621,TRUE
syn-0571,0,0.116567,-0.881839,TRUE
syn-0572,0,0.037728,1.242991,TRUE
syn-0573,0,0.068366,0.686109,TRUE
syn-0574,0,0.004705,-1.69326,TRUE
syn-0575,1,0.214908,0.003676,TRUE
syn-0576,0,0.010806,0.161788,TRUE
syn-0577,1,0.706306,1.763857,TRUE
syn-0578,0,0.151561,-0.352043,TRUE
syn-0579,0,0.028449,1.497241,TRUE
syn-0580,0,0.010476,-1.047646,TRUE
syn-0581,0,0.147018,1.725477,TRUE
syn-0582,0,0.013668,-0.505365,TRUE
syn-0583,0,0.012163,0.045249,TRUE
syn-0584,0,0.19011,0.226525,TRUE
syn-0585,0,0.010449,-0.877804,TRUE
syn-0586,0,0.241501,0.234835,TRUE
