# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios and interactions are fabricated. Not real banking data. Loan product lender names are real Indian lenders; their rates and limits are APPROXIMATE figures near published rate cards, not quotes, and imply no offer or approval.
user_id,monthly_income,monthly_expenses,existing_emi,credit_score,employment_type,employment_years,age,dependents,purpose,required_amount,preferred_tenure_months,risk_appetite,SYNTHETIC
syn-0023,114100.0,54200.0,11000.0,746,SELF_EMPLOYED,8.8,40,3,VEHICLE,663000.0,84,MODERATE,TRUE
syn-0024,35700.0,14000.0,4400.0,771,CONTRACT,5.6,47,1,HOME,1336000.0,240,AGGRESSIVE,TRUE
syn-0025,151500.0,67900.0,18300.0,776,CONTRACT,4.5,53,0,HOME,3031000.0,180,MODERATE,TRUE
syn-0026,231600.0,82200.0,16000.0,651,SELF_EMPLOYED,9.6,40,1,VEHICLE,1416000.0,12,AGGRESSIVE,TRUE
syn-0027,234500.0,160900.0,16100.0,667,SELF_EMPLOYED,12.7,32,3,EDUCATION,4101000.0,36,AGGRESSIVE,TRUE
syn-0028,420700.0,106000.0,15100.0,699,SALARIED,12.1,51,0,MEDICAL,940000.0,60,MODERATE,TRUE
syn-0029,73600.0,26600.0,7100.0,616,SALARIED,15.6,61,3,EDUCATION,995000.0,120,MODERATE,TRUE
syn-0030,43900.0,13500.0,5800.0,770,SALARIED,6.6,33,0,HOME,1624000.0,240,MODERATE,TRUE
syn-0031,88800.0,45400.0,13900.0,754,SELF_EMPLOYED,5.0,55,2,VEHICLE,968000.0,12,MODERATE,TRUE
syn-0032,152600.0,97200.0,20700.0,794,SALARIED,3.3,28,2,PERSONAL,1609000.0,48,MODERATE,TRUE
syn-0033,334400.0,90700.0,35300.0,732,SELF_EMPLOYED,6.3,30,0,EDUCATION,4344000.0,120,CONSERVATIVE,TRUE
syn-0034,49600.0,19100.0,400.0,747,SALARIED,13.5,40,2,PERSONAL,245000.0,12,MODERATE,TRUE
syn-0035,46100.0,20200.0,1100.0,648,SELF_EMPLOYED,0.4,57,0,EDUCATION,402000.0,120,CONSERVATIVE,TRUE
syn-0036,114800.0,70500.0,6100.0,702,SALARIED,11.2,35,0,HOME,3266000.0,240,CONSERVATIVE,TRUE
syn-0037,118900.0,54800.0,13800.0,678,SALARIED,9.7,24,0,BUSINESS,2347000.0,24,MODERATE,TRUE
syn-0038,69900.0,46000.0,12400.0,799,SALARIED,4.4,48,1,MEDICAL,495000.0,60,MODERATE,TRUE
syn-0039,474600.0,307500.0,3200.0,587,SALARIED,3.8,32,2,PERSONAL,3053000.0,36,CONSERVATIVE,TRUE
syn-0040,228800.0,122400.0,13400.0,787,SALARIED,10.3,43,3,PERSONAL,2372000.0,36,MODERATE,TRUE
syn-0041,42800.0,26100.0,5400.0,734,SALARIED,6.6,54,0,BUSINESS,377000.0,24,AGGRESSIVE,TRUE
syn-0042,235900.0,114700.0,1000.0,890,SALARIED,8.6,40,1,PERSONAL,2536000.0,12,MODERATE,TRUE
syn-0043,264900.0,116700.0,15300.0,725,SALARIED,5.5,33,0,EDUCATION,3578000.0,36,CONSERVATIVE,TRUE
syn-0044,44200.0,18100.0,7600.0,643,SALARIED,6.5,32,2,EDUCATION,1126000.0,120,CONSERVATIVE,TRUE
syn-0045,55600.0,14400.0,8200.0,786,SALARIED,7.0,62,0,BUSINESS,501000.0,120,AGGRESSIVE,TRUE
syn-0046,145300.0,66300.0,22100.0,844,SALARIED,5.1,62,2,EDUCATION,3736000.0,60,CONSERVATIVE,TRUE
syn-0047,58900.0,27000.0,7600.0,900,SELF_EMPLOYED,10.3,60,0,EDUCATION,1479000.0,84,AGGRESSIVE,TRUE
syn-0048,417900.0,296200.0,47300.0,684,SALARIED,7.8,40,0,HOME,20764000.0,180,CONSERVATIVE,TRUE
syn-0049,165200.0,44100.0,26400.0,733,SELF_EMPLOYED,1.4,32,2,MEDICAL,242000.0,24,AGGRESSIVE,TRUE
syn-0050,26800.0,8300.0,2900.0,780,SALARIED,12.2,61,1,BUSINESS,563000.0,48,AGGRESSIVE,TRUE
syn-0051,156100.0,95900.0,18100.0,694,SELF_EMPLOYED,5.5,62,0,VEHICLE,1073000.0,24,AGGRESSIVE,TRUE
syn-0052,36400.0,10200.0,3100.0,734,SELF_EMPLOYED,1.5,55,2,BUSINESS,334000.0,24,CONSERVATIVE,TRUE
syn-0053,71700.0,31100.0,1100.0,512,SALARIED,6.6,52,2,EDUCATION,1752000.0,36,MODERATE,TRUE
syn-0054,55800.0,32300.0,9600.0,601,SELF_EMPLOYED,8.7,41,1,HOME,1153000.0,240,MODERATE,TRUE
syn-0055,44800.0,27200.0,1600.0,822,SALARIED,3.0,26,2,MEDICAL,202000.0,36,MODERATE,TRUE
syn-0056,38500.0,14300.0,100.0,703,SALARIED,1.9,28,0,VEHICLE,511000.0,48,CONSERVATIVE,TRUE
syn-0057,365700.0,172400.0,40100.0,619,SELF_EMPLOYED,5.7,51,1,HOME,14190000.0,120,MODERATE,TRUE
syn-0058,43100.0,20900.0,6300.0,900,SELF_EMPLOYED,6.6,40,3,MEDICAL,274000.0,36,AGGRESSIVE,TRUE
syn-0059,50600.0,15300.0,4900.0,790,SALARIED,4.6,35,3,VEHICLE,266000.0,24,MODERATE,TRUE
syn-0060,55800.0,30600.0,6800.0,862,SELF_EMPLOYED,4.3,27,0,HOME,2719000.0,120,MODERATE,TRUE
syn-0061,143000.0,37000.0,2600.0,767,SALARIED,5.2,29,1,MEDICAL,667000.0,60,CONSERVATIVE,TRUE
syn-0062,148800.0,77300.0,12500.0,769,CONTRACT,11.1,53,1,EDUCATION,3484000.0,36,CONSERVATIVE,TRUE
syn-0063,234100.0,139500.0,10300.0,779,SELF_EMPLOYED,1.9,58,0,PERSONAL,2118000.0,48,MODERATE,TRUE
syn-0064,26300.0,11900.0,900.0,743,SALARIED,5.1,46,0,MEDICAL,102000.0,12,MODERATE,TRUE
syn-0065,43900.0,27400.0,7000.0,611,SELF_EMPLOYED,6.5,26,0,PERSONAL,197000.0,36,AGGRESSIVE,TRUE
syn-0066,52100.0,32300.0,5600.0,742,SALARIED,4.2,41,3,EDUCATION,318000.0,24,AGGRESSIVE,TRUE
syn-0067,109900.0,39700.0,13800.0,861,CONTRACT,3.2,41,2,HOME,2766000.0,180,AGGRESSIVE,TRUE
syn-0068,47500.0,22100.0,8500.0,682,SALARIED,3.8,58,2,BUSINESS,1089000.0,36,MODERATE,TRUE
syn-0069,32500.0,17100.0,100.0,680,SELF_EMPLOYED,5.0,52,2,PERSONAL,265000.0,12,AGGRESSIVE,TRUE
syn-0070,214400.0,153600.0,8200.0,652,SELF_EMPLOYED,8.4,34,0,HOME,9309000.0,120,AGGRESSIVE,TRUE
syn-0071,26800.0,13000.0,3300.0,728,SALARIED,13.5,50,1,MEDICAL,213000.0,12,MODERATE,TRUE
syn-0072,365700.0,149900.0,28300.0,771,SELF_EMPLOYED,1.1,24,0,BUSINESS,9764000.0,60,MODERATE,TRUE
syn-0073,262000.0,116800.0,43200.0,746,SALARIED,2.7,53,2,PERSONAL,983000.0,36,MODERATE,TRUE
syn-0074,77300.0,21500.0,10200.0,626,SALARIED,6.2,40,2,PERSONAL,796000.0,12,MODERATE,TRUE
syn-0075,285100.0,201700.0,6900.0,765,SALARIED,6.2,30,2,PERSONAL,2454000.0,12,AGGRESSIVE,TRUE
syn-0076,61400.0,40000.0,6400.0,713,SELF_EMPLOYED,5.1,41,2,PERSONAL,183000.0,36,MODERATE,TRUE
syn-0077,411000.0,130200.0,19300.0,752,CONTRACT,7.4,28,2,HOME,6898000.0,180,AGGRESSIVE,TRUE
syn-0078,337000.0,101100.0,12100.0,739,SELF_EMPLOYED,9.1,47,1,HOME,15195000.0,240,MODERATE,TRUE
syn-0079,262300.0,76200.0,3700.0,744,SELF_EMPLOYED,6.9,54,1,MEDICAL,1816000.0,60,CONSERVATIVE,TRUE
syn-0080,222700.0,158700.0,30300.0,659,RETIRED,16.0,36,2,PERSONAL,1238000.0,24,CONSERVATIVE,TRUE
syn-0081,218100.0,115300.0,2700.0,719,SELF_EMPLOYED,0.8,36,2,VEHICLE,940000.0,48,MODERATE,TRUE
syn-0082,37500.0,26000.0,6300.0,795,SALARIED,10.5,23,2,VEHICLE,168000.0,84,AGGRESSIVE,TRUE
syn-0083,365800.0,171900.0,29600.0,809,SALARIED,2.9,55,3,HOME,15254000.0,60,AGGRESSIVE,TRUE
syn-0084,38700.0,21500.0,4300.0,669,SALARIED,6.2,42,0,HOME,2075000.0,84,MODERATE,TRUE
syn-0085,104800.0,36300.0,11500.0,755,SELF_EMPLOYED,2.1,23,0,BUSINESS,1727000.0,36,CONSERVATIVE,TRUE
syn-0086,162900.0,41600.0,1500.0,820,SALARIED,2.1,34,0,EDUCATION,3843000.0,60,CONSERVATIVE,TRUE
syn-0087,42100.0,18900.0,5800.0,818,RETIRED,1.6,43,2,MEDICAL,171000.0,36,MODERATE,TRUE
syn-0088,59000.0,26400.0,3400.0,839,SALARIED,15.0,31,3,MEDICAL,123000.0,48,MODERATE,TRUE
syn-0089,35200.0,9200.0,6000.0,653,SALARIED,4.5,62,3,VEHICLE,498000.0,36,MODERATE,TRUE
syn-0090,90200.0,30300.0,13600.0,806,SALARIED,7.6,48,2,VEHICLE,1260000.0,60,MODERATE,TRUE
syn-0091,472600.0,151100.0,69100.0,733,SALARIED,6.3,32,0,PERSONAL,3153000.0,12,CONSERVATIVE,TRUE
syn-0092,166700.0,106300.0,18600.0,808,SELF_EMPLOYED,5.1,60,2,HOME,7638000.0,240,CONSERVATIVE,TRUE
syn-0093,45300.0,28000.0,2400.0,671,SELF_EMPLOYED,3.7,29,2,BUSINESS,1085000.0,36,MODERATE,TRUE
syn-0094,36500.0,17200.0,1900.0,772,SALARIED,7.5,46,2,EDUCATION,754000.0,36,AGGRESSIVE,TRUE
syn-0095,238200.0,143800.0,37800.0,658,SELF_EMPLOYED,5.4,38,1,BUSINESS,5147000.0,24,CONSERVATIVE,TRUE
syn-0096,118400.0,82200.0,18100.0,680,SALARIED,9.1,55,0,MEDICAL,707000.0,48,MODERATE,TRUE
syn-0097,126500.0,71500.0,10300.0,702,SELF_EMPLOYED,0.3,32,2,PERSONAL,689000.0,12,CONSERVATIVE,TRUE
syn-0098,174400.0,105300.0,12100.0,651,CONTRACT,5.4,42,0,HOME,7543000.0,120,CONSERVATIVE,TRUE
syn-0099,37500.0,23300.0,6500.0,779,SALARIED,16.4,46,2,HOME,874000.0,180,AGGRESSIVE,TRUE
syn-0100,83600.0,55900.0,11800.0,708,SELF_EMPLOYED,4.5,23,1,HOME,1397000.0,240,AGGRESSIVE,TRUE
syn-0101,180800.0,113700.0,20400.0,717,SALARIED,4.3,23,3,BUSINESS,2163000.0,36,MODERATE,TRUE
syn-0102,116700.0,63100.0,11000.0,796,SALARIED,4.6,62,0,VEHICLE,511000.0,84,AGGRESSIVE,TRUE
syn-0103,247400.0,96200.0,13500.0,674,SALARIED,1.1,23,2,MEDICAL,321000.0,60,AGGRESSIVE,TRUE
syn-0104,459700.0,195900.0,27200.0,723,SELF_EMPLOYED,5.1,58,2,HOME,21315000.0,84,AGGRESSIVE,TRUE
syn-0105,197900.0,108900.0,34900.0,835,SALARIED,4.9,37,0,EDUCATION,3944000.0,48,CONSERVATIVE,TRUE
syn-0106,31700.0,19200.0,3000.0,687,SALARIED,7.4,37,2,HOME,857000.0,120,MODERATE,TRUE
syn-0107,92900.0,45800.0,13100.0,709,SELF_EMPLOYED,4.4,38,3,BUSINESS,2181000.0,84,CONSERVATIVE,TRUE
syn-0108,41100.0,17400.0,5900.0,616,SELF_EMPLOYED,0.1,25,1,VEHICLE,579000.0,36,AGGRESSIVE,TRUE
syn-0109,309900.0,90200.0,46600.0,731,SALARIED,4.4,26,2,EDUCATION,3812000.0,48,AGGRESSIVE,TRUE
syn-0110,236100.0,130200.0,13100.0,682,SALARIED,4.6,48,0,MEDICAL,1491000.0,24,CONSERVATIVE,TRUE
syn-0111,315000.0,103400.0,43600.0,653,SELF_EMPLOYED,4.0,48,3,HOME,15945000.0,240,MODERATE,TRUE
syn-0112,39900.0,20600.0,6400.0,749,SALARIED,12.9,35,1,EDUCATION,199000.0,48,MODERATE,TRUE
syn-0113,47800.0,22300.0,8600.0,806,SALARIED,10.9,59,0,MEDICAL,66000.0,24,AGGRESSIVE,TRUE
syn-0114,120400.0,72300.0,1500.0,722,SALARIED,0.2,36,1,BUSINESS,1850000.0,24,CONSERVATIVE,TRUE
syn-0115,214900.0,93200.0,2700.0,753,SALARIED,5.9,51,0,BUSINESS,4433000.0,36,CONSERVATIVE,TRUE
syn-0116,77500.0,42300.0,11400.0,727,SALARIED,2.9,29,1,BUSINESS,1063000.0,84,CONSERVATIVE,TRUE
syn-0117,315100.0,207200.0,9600.0,656,SALARIED,2.4,34,1,BUSINESS,2754000.0,120,AGGRESSIVE,TRUE
syn-0118,51200.0,14600.0,4400.0,810,SELF_EMPLOYED,10.2,23,2,VEHICLE,690000.0,48,CONSERVATIVE,TRUE
syn-0119,371900.0,216100.0,60400.0,635,RETIRED,0.6,62,0,VEHICLE,2178000.0,24,AGGRESSIVE,TRUE
syn-0120,480500.0,171600.0,37000.0,645,SALARIED,8.0,40,3,EDUCATION,12470000.0,24,CONSERVATIVE,TRUE
syn-0121,71600.0,28200.0,11600.0,762,SALARIED,3.3,42,0,HOME,1701000.0,120,MODERATE,TRUE
syn-0122,320500.0,175200.0,5200.0,818,SALARIED,9.9,61,3,PERSONAL,2941000.0,36,CONSERVATIVE,TRUE
syn-0123,239100.0,129800.0,23300.0,704,SALARIED,3.4,45,3,PERSONAL,925000.0,48,AGGRESSIVE,TRUE
syn-0124,27500.0,18200.0,1800.0,634,SALARIED,7.8,26,2,EDUCATION,711000.0,24,AGGRESSIVE,TRUE
syn-0125,44100.0,24900.0,4500.0,549,SALARIED,1.6,26,0,VEHICLE,546000.0,60,MODERATE,TRUE
syn-0126,288800.0,173700.0,13500.0,725,SALARIED,4.9,26,0,VEHICLE,3086000.0,12,CONSERVATIVE,TRUE
syn-0127,189600.0,77500.0,13000.0,628,SELF_EMPLOYED,1.1,40,0,EDUCATION,4594000.0,60,MODERATE,TRUE
syn-0128,451600.0,257800.0,77000.0,741,SALARIED,13.7,57,3,MEDICAL,3645000.0,60,AGGRESSIVE,TRUE
syn-0129,124000.0,58400.0,18100.0,663,SALARIED,7.1,34,1,BUSINESS,2696000.0,84,MODERATE,TRUE
syn-0130,75400.0,46600.0,10500.0,668,SELF_EMPLOYED,10.4,37,2,VEHICLE,973000.0,24,MODERATE,TRUE
syn-0131,97200.0,34200.0,9400.0,824,RETIRED,10.0,61,2,PERSONAL,1043000.0,48,AGGRESSIVE,TRUE
syn-0132,274700.0,190500.0,5900.0,857,SELF_EMPLOYED,8.9,39,3,MEDICAL,2252000.0,24,MODERATE,TRUE
syn-0133,107900.0,42300.0,1200.0,653,SALARIED,3.1,62,1,EDUCATION,1479000.0,48,CONSERVATIVE,TRUE
syn-0134,96100.0,42400.0,4100.0,858,SALARIED,12.8,57,2,EDUCATION,643000.0,36,CONSERVATIVE,TRUE
syn-0135,33700.0,22900.0,1300.0,747,CONTRACT,2.9,29,1,BUSINESS,874000.0,48,CONSERVATIVE,TRUE
syn-0136,70800.0,36600.0,4100.0,762,SELF_EMPLOYED,5.1,24,1,HOME,1384000.0,120,CONSERVATIVE,TRUE
syn-0137,159400.0,78100.0,27500.0,783,CONTRACT,1.3,54,2,BUSINESS,937000.0,60,AGGRESSIVE,TRUE
syn-0138,149300.0,70200.0,20100.0,768,SALARIED,3.1,58,0,VEHICLE,1049000.0,12,AGGRESSIVE,TRUE
syn-0139,48300.0,20700.0,1600.0,671,SALARIED,6.4,43,2,VEHICLE,298000.0,48,AGGRESSIVE,TRUE
syn-0140,47500.0,18500.0,4800.0,599,SALARIED,6.6,28,3,PERSONAL,106000.0,36,CONSERVATIVE,TRUE
syn-0141,117200.0,58700.0,10800.0,834,SELF_EMPLOYED,3.5,38,1,EDUCATION,1545000.0,60,CONSERVATIVE,TRUE
syn-0142,170500.0,88100.0,28200.0,776,SALARIED,4.1,61,1,EDUCATION,1683000.0,60,MODERATE,TRUE
syn-0143,261600.0,96300.0,10400.0,570,SALARIED,2.4,50,2,MEDICAL,757000.0,36,CONSERVATIVE,TRUE
syn-0144,64700.0,32600.0,7300.0,572,SALARIED,13.2,25,0,PERSONAL,598000.0,48,MODERATE,TRUE
syn-0145,70800.0,49400.0,8900.0,685,SALARIED,1.0,59,1,MEDICAL,218000.0,36,CONSERVATIVE,TRUE
syn-0146,97300.0,58300.0,12100.0,723,SALARIED,8.4,39,2,PERSONAL,853000.0,24,CONSERVATIVE,TRUE
syn-0147,78900.0,54900.0,9900.0,823,RETIRED,7.3,50,0,EDUCATION,1121000.0,36,AGGRESSIVE,TRUE
syn-0148,84500.0,26100.0,3300.0,750,SELF_EMPLOYED,3.8,44,2,MEDICAL,656000.0,12,MODERATE,TRUE
syn-0149,43000.0,30000.0,4100.0,803,SALARIED,5.0,43,2,BUSINESS,631000.0,120,AGGRESSIVE,TRUE
syn-0150,399600.0,108400.0,24700.0,732,CONTRACT,1.0,61,0,MEDICAL,1671000.0,60,MODERATE,TRUE
syn-0151,153200.0,45500.0,26700.0,583,SALARIED,13.8,55,0,HOME,2452000.0,180,MODERATE,TRUE
syn-0152,91500.0,65500.0,4700.0,785,SALARIED,9.2,55,1,EDUCATION,1185000.0,48,MODERATE,TRUE
syn-0153,424100.0,139600.0,72300.0,699,SALARIED,1.2,45,0,MEDICAL,764000.0,48,CONSERVATIVE,TRUE
syn-0154,31600.0,8300.0,4500.0,657,SALARIED,10.5,37,1,EDUCATION,453000.0,84,AGGRESSIVE,TRUE
syn-0155,154200.0,51200.0,14200.0,896,CONTRACT,6.1,50,0,PERSONAL,831000.0,12,CONSERVATIVE,TRUE
syn-0156,379300.0,121300.0,43800.0,628,SALARIED,11.4,62,0,BUSINESS,3735000.0,84,CONSERVATIVE,TRUE
syn-0157,46600.0,20000.0,5900.0,656,SALARIED,7.9,54,2,VEHICLE,456000.0,12,MODERATE,TRUE
syn-0158,39500.0,11400.0,2300.0,769,SALARIED,8.1,60,2,MEDICAL,292000.0,36,MODERATE,TRUE
syn-0159,37800.0,26100.0,4700.0,675,SALARIED,10.2,57,0,VEHICLE,221000.0,36,MODERATE,TRUE
syn-0160,35100.0,17100.0,5100.0,713,SALARIED,4.6,27,2,BUSINESS,209000.0,36,MODERATE,TRUE
syn-0161,58000.0,31700.0,3600.0,658,CONTRACT,9.0,34,1,PERSONAL,316000.0,24,CONSERVATIVE,TRUE
syn-0162,492400.0,169500.0,51500.0,634,SALARIED,6.8,26,2,HOME,9290000.0,120,CONSERVATIVE,TRUE
syn-0163,102000.0,62900.0,15600.0,613,SELF_EMPLOYED,12.2,30,3,HOME,1868000.0,240,CONSERVATIVE,TRUE
syn-0164,58600.0,35300.0,5300.0,726,SALARIED,8.4,41,1,VEHICLE,884000.0,48,AGGRESSIVE,TRUE
syn-0165,75200.0,20400.0,11100.0,705,SALARIED,8.6,28,0,PERSONAL,491000.0,36,MODERATE,TRUE
syn-0166,115600.0,77900.0,5800.0,736,SALARIED,3.1,32,3,PERSONAL,1167000.0,48,AGGRESSIVE,TRUE
syn-0167,490900.0,272600.0,20800.0,630,RETIRED,14.5,51,0,VEHICLE,2665000.0,24,MODERATE,TRUE
syn-0168,291900.0,148500.0,35000.0,796,RETIRED,12.7,45,2,PERSONAL,2252000.0,12,AGGRESSIVE,TRUE
syn-0169,27500.0,17200.0,3000.0,715,CONTRACT,16.3,59,0,EDUCATION,274000.0,48,AGGRESSIVE,TRUE
syn-0170,429100.0,146600.0,18600.0,745,SALARIED,2.3,29,0,MEDICAL,1699000.0,12,CONSERVATIVE,TRUE
syn-0171,34800.0,18100.0,3100.0,900,CONTRACT,8.6,28,0,MEDICAL,270000.0,12,AGGRESSIVE,TRUE
syn-0172,34700.0,9500.0,6100.0,657,SALARIED,7.3,37,1,EDUCATION,353000.0,84,MODERATE,TRUE
syn-0173,237400.0,94600.0,34300.0,677,SALARIED,13.7,32,2,HOME,10149000.0,84,MODERATE,TRUE
syn-0174,44100.0,21200.0,5500.0,601,SELF_EMPLOYED,0.1,46,3,MEDICAL,154000.0,24,MODERATE,TRUE
syn-0175,197600.0,64300.0,25100.0,663,SALARIED,0.7,41,3,VEHICLE,612000.0,36,CONSERVATIVE,TRUE
syn-0176,78100.0,33500.0,8600.0,721,SELF_EMPLOYED,10.7,62,3,PERSONAL,602000.0,24,AGGRESSIVE,TRUE
syn-0177,140900.0,55100.0,21500.0,683,SELF_EMPLOYED,6.5,41,0,PERSONAL,286000.0,24,CONSERVATIVE,TRUE
syn-0178,172300.0,70400.0,30000.0,698,CONTRACT,3.6,23,1,EDUCATION,3107000.0,24,CONSERVATIVE,TRUE
syn-0179,73000.0,33000.0,7800.0,664,CONTRACT,1.0,40,3,BUSINESS,1731000.0,24,CONSERVATIVE,TRUE
syn-0180,29000.0,8000.0,2600.0,696,SALARIED,9.6,58,1,EDUCATION,459000.0,120,MODERATE,TRUE
syn-0181,462000.0,261400.0,49700.0,756,SALARIED,8.5,49,0,MEDICAL,1668000.0,60,AGGRESSIVE,TRUE
syn-0182,405300.0,194600.0,46900.0,703,SELF_EMPLOYED,12.1,49,0,PERSONAL,3707000.0,48,MODERATE,TRUE
syn-0183,93400.0,52900.0,15000.0,744,SELF_EMPLOYED,6.5,44,1,PERSONAL,472000.0,48,AGGRESSIVE,TRUE
syn-0184,31300.0,13600.0,4300.0,724,SALARIED,2.3,24,0,PERSONAL,117000.0,36,AGGRESSIVE,TRUE
syn-0185,29800.0,7500.0,5100.0,601,SALARIED,10.3,43,2,EDUCATION,772000.0,48,MODERATE,TRUE
syn-0186,139100.0,52900.0,19700.0,729,RETIRED,3.0,57,0,VEHICLE,2064000.0,84,CONSERVATIVE,TRUE
syn-0187,479100.0,274500.0,75300.0,804,SALARIED,14.6,38,1,PERSONAL,3460000.0,12,MODERATE,TRUE
syn-0188,313100.0,146200.0,25200.0,723,SALARIED,3.7,51,2,VEHICLE,4053000.0,24,AGGRESSIVE,TRUE
syn-0189,442900.0,177800.0,11800.0,897,SELF_EMPLOYED,7.0,45,3,HOME,23281000.0,60,AGGRESSIVE,TRUE
syn-0190,60200.0,22700.0,6100.0,716,SALARIED,15.7,43,3,EDUCATION,743000.0,36,MODERATE,TRUE
syn-0191,180500.0,95400.0,10900.0,764,SALARIED,1.0,34,2,HOME,6125000.0,120,CONSERVATIVE,TRUE
syn-0192,228000.0,58700.0,14200.0,791,SELF_EMPLOYED,7.9,35,1,PERSONAL,1281000.0,36,CONSERVATIVE,TRUE
syn-0193,481300.0,246900.0,42500.0,834,SELF_EMPLOYED,1.4,38,0,PERSONAL,1638000.0,12,MODERATE,TRUE
syn-0194,70700.0,46800.0,11800.0,672,CONTRACT,8.5,28,2,MEDICAL,283000.0,24,AGGRESSIVE,TRUE
syn-0195,41300.0,17400.0,7000.0,676,SELF_EMPLOYED,8.7,35,2,MEDICAL,254000.0,48,AGGRESSIVE,TRUE
syn-0196,192300.0,123900.0,29900.0,692,SALARIED,5.1,62,3,BUSINESS,4785000.0,24,CONSERVATIVE,TRUE
syn-0197,267500.0,180700.0,4600.0,741,SALARIED,2.0,27,1,MEDICAL,1865000.0,60,MODERATE,TRUE
syn-0198,89100.0,43000.0,12000.0,665,SELF_EMPLOYED,0.1,38,3,EDUCATION,833000.0,36,MODERATE,TRUE
syn-0199,144700.0,93500.0,9200.0,696,SELF_EMPLOYED,8.1,54,1,MEDICAL,363000.0,36,AGGRESSIVE,TRUE
syn-0200,174000.0,123200.0,23500.0,670,SALARIED,12.4,61,3,HOME,8655000.0,180,MODERATE,TRUE
syn-0201,94900.0,64400.0,11900.0,806,CONTRACT,1.9,43,2,HOME,1741000.0,240,AGGRESSIVE,TRUE
syn-0202,173400.0,118900.0,5300.0,683,CONTRACT,6.6,31,3,BUSINESS,4585000.0,84,MODERATE,TRUE
syn-0203,51900.0,37200.0,7600.0,710,SALARIED,0.1,50,3,EDUCATION,614000.0,60,CONSERVATIVE,TRUE
syn-0204,109900.0,69600.0,5300.0,670,SELF_EMPLOYED,7.7,38,2,PERSONAL,819000.0,24,AGGRESSIVE,TRUE
