# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios and interactions are fabricated. Not real banking data. Loan product lender names are real Indian lenders; their rates and limits are APPROXIMATE figures near published rate cards, not quotes, and imply no offer or approval.
user_id,archetype,asset_type,current_value,invested_value,SYNTHETIC
syn-0042,equity_tilted,MUTUAL_FUNDS,209216.0,208587.04,TRUE
syn-0042,equity_tilted,STOCKS,326900.0,423498.65,TRUE
syn-0042,equity_tilted,BONDS,65380.0,48668.91,TRUE
syn-0043,conservative_income,FIXED_DEPOSIT,987705.0,1238215.7,TRUE
syn-0043,conservative_income,BONDS,877960.0,1014070.16,TRUE
syn-0043,conservative_income,CASH,329235.0,391602.94,TRUE
syn-0044,conservative_income,FIXED_DEPOSIT,444465.0,360765.82,TRUE
syn-0044,conservative_income,BONDS,395080.0,286477.1,TRUE
syn-0044,conservative_income,CASH,148155.0,165773.69,TRUE
syn-0045,balanced,CASH,31305.0,22961.55,TRUE
syn-0045,balanced,FIXED_DEPOSIT,52175.0,78186.09,TRUE
syn-0045,balanced,MUTUAL_FUNDS,62610.0,95509.04,TRUE
syn-0045,balanced,STOCKS,41740.0,35436.98,TRUE
syn-0045,balanced,BONDS,20870.0,31439.34,TRUE
syn-0047,cash_heavy,CASH,80575.0,57288.17,TRUE
syn-0047,cash_heavy,FIXED_DEPOSIT,51275.0,35642.49,TRUE
syn-0047,cash_heavy,MUTUAL_FUNDS,14650.0,19614.08,TRUE
syn-0049,equity_tilted,CASH,464024.0,487753.95,TRUE
syn-0049,equity_tilted,MUTUAL_FUNDS,1856096.0,2010191.22,TRUE
syn-0049,equity_tilted,STOCKS,2900150.0,3211495.5,TRUE
syn-0049,equity_tilted,BONDS,580030.0,491420.59,TRUE
syn-0052,balanced,CASH,32865.0,24655.71,TRUE
syn-0052,balanced,FIXED_DEPOSIT,54775.0,53639.41,TRUE
syn-0052,balanced,MUTUAL_FUNDS,65730.0,75110.74,TRUE
syn-0052,balanced,STOCKS,43820.0,51449.22,TRUE
syn-0052,balanced,BONDS,21910.0,23358.91,TRUE
syn-0053,volatile_heavy,CASH,69980.0,75155.79,TRUE
syn-0053,volatile_heavy,STOCKS,769780.0,566816.09,TRUE
syn-0053,volatile_heavy,CRYPTO,559840.0,850667.16,TRUE
syn-0054,balanced,CASH,46710.0,70191.61,TRUE
syn-0054,balanced,FIXED_DEPOSIT,77850.0,63082.28,TRUE
syn-0054,balanced,MUTUAL_FUNDS,93420.0,66739.39,TRUE
syn-0054,balanced,STOCKS,62280.0,60423.48,TRUE
syn-0054,balanced,BONDS,31140.0,25750.89,TRUE
syn-0055,balanced,CASH,51585.0,40074.0,TRUE
syn-0055,balanced,FIXED_DEPOSIT,85975.0,78450.66,TRUE
syn-0055,balanced,MUTUAL_FUNDS,103170.0,115555.89,TRUE
syn-0055,balanced,STOCKS,68780.0,49068.27,TRUE
syn-0055,balanced,BONDS,34390.0,24650.34,TRUE
syn-0056,balanced,CASH,12975.0,12059.8,TRUE
syn-0056,balanced,FIXED_DEPOSIT,21625.0,23145.68,TRUE
syn-0056,balanced,MUTUAL_FUNDS,25950.0,30762.72,TRUE
syn-0056,balanced,STOCKS,17300.0,13521.66,TRUE
syn-0056,balanced,BONDS,8650.0,10967.88,TRUE
syn-0057,balanced,CASH,1048965.0,791796.43,TRUE
syn-0057,balanced,FIXED_DEPOSIT,1748275.0,2255397.75,TRUE
syn-0057,balanced,MUTUAL_FUNDS,2097930.0,1666789.42,TRUE
syn-0057,balanced,STOCKS,1398620.0,1523422.45,TRUE
syn-0057,balanced,BONDS,699310.0,558523.02,TRUE
syn-0058,volatile_heavy,CASH,177560.0,260792.66,TRUE
syn-0058,volatile_heavy,STOCKS,1953160.0,1833130.55,TRUE
syn-0058,volatile_heavy,CRYPTO,1420480.0,1158696.8,TRUE
syn-0059,equity_tilted,CASH,251968.0,311436.83,TRUE
syn-0059,equity_tilted,MUTUAL_FUNDS,1007872.0,1446798.47,TRUE
syn-0059,equity_tilted,STOCKS,1574800.0,1897302.84,TRUE
syn-0059,equity_tilted,BONDS,314960.0,361339.61,TRUE
syn-0061,conservative_income,FIXED_DEPOSIT,190485.0,227053.76,TRUE
syn-0061,conservative_income,BONDS,169320.0,222211.39,TRUE
syn-0061,conservative_income,CASH,63495.0,78118.1,TRUE
syn-0062,cash_heavy,CASH,3403070.0,3090647.84,TRUE
syn-0062,cash_heavy,FIXED_DEPOSIT,2165590.0,1704463.84,TRUE
syn-0062,cash_heavy,MUTUAL_FUNDS,618740.0,611153.3,TRUE
syn-0063,conservative_income,FIXED_DEPOSIT,227070.0,202878.14,TRUE
syn-0063,conservative_income,BONDS,201840.0,151031.97,TRUE
syn-0063,conservative_income,CASH,75690.0,64107.17,TRUE
syn-0064,cash_heavy,CASH,80685.0,65088.41,TRUE
syn-0064,cash_heavy,FIXED_DEPOSIT,51345.0,35617.29,TRUE
syn-0064,cash_heavy,MUTUAL_FUNDS,14670.0,16913.27,TRUE
syn-0065,cash_heavy,CASH,2054360.0,2485935.0,TRUE
syn-0065,cash_heavy,FIXED_DEPOSIT,1307320.0,930010.63,TRUE
syn-0065,cash_heavy,MUTUAL_FUNDS,373520.0,512957.81,TRUE
syn-0066,equity_tilted,CASH,497176.0,525284.99,TRUE
syn-0066,equity_tilted,MUTUAL_FUNDS,1988704.0,2150528.18,TRUE
syn-0066,equity_tilted,STOCKS,3107350.0,2885024.93,TRUE
syn-0066,equity_tilted,BONDS,621470.0,588718.43,TRUE
syn-0067,volatile_heavy,CASH,1007965.0,1461797.61,TRUE
syn-0067,volatile_heavy,STOCKS,11087615.0,12483856.66,TRUE
syn-0067,volatile_heavy,CRYPTO,8063720.0,7622172.86,TRUE
syn-0069,cash_heavy,CASH,209770.0,157106.53,TRUE
syn-0069,cash_heavy,FIXED_DEPOSIT,133490.0,111487.81,TRUE
syn-0069,cash_heavy,MUTUAL_FUNDS,38140.0,39867.25,TRUE
syn-0070,balanced,CASH,4123935.0,4408566.96,TRUE
syn-0070,balanced,FIXED_DEPOSIT,6873225.0,6171472.08,TRUE
syn-0070,balanced,MUTUAL_FUNDS,8247870.0,7660679.07,TRUE
syn-0070,balanced,STOCKS,5498580.0,7464976.77,TRUE
syn-0070,balanced,BONDS,2749290.0,3312609.76,TRUE
syn-0071,equity_tilted,CASH,89136.0,62538.82,TRUE
syn-0071,equity_tilted,MUTUAL_FUNDS,356544.0,452516.91,TRUE
syn-0071,equity_tilted,STOCKS,557100.0,642222.5,TRUE
syn-0071,equity_tilted,BONDS,111420.0,147778.74,TRUE
syn-0072,conservative_income,FIXED_DEPOSIT,2705535.0,2770465.99,TRUE
syn-0072,conservative_income,BONDS,2404920.0,1883616.38,TRUE
syn-0072,conservative_income,CASH,901845.0,645555.68,TRUE
syn-0074,balanced,CASH,449445.0,353621.41,TRUE
syn-0074,balanced,FIXED_DEPOSIT,749075.0,717740.56,TRUE
syn-0074,balanced,MUTUAL_FUNDS,898890.0,981420.63,TRUE
syn-0074,balanced,STOCKS,599260.0,467182.79,TRUE
syn-0074,balanced,BONDS,299630.0,216015.51,TRUE
syn-0075,balanced,CASH,110745.0,101366.87,TRUE
syn-0075,balanced,FIXED_DEPOSIT,184575.0,187314.54,TRUE
syn-0075,balanced,MUTUAL_FUNDS,221490.0,246424.81,TRUE
syn-0075,balanced,STOCKS,147660.0,109297.82,TRUE
syn-0075,balanced,BONDS,73830.0,68791.12,TRUE
syn-0078,equity_tilted,CASH,1616480.0,1525368.9,TRUE
syn-0078,equity_tilted,MUTUAL_FUNDS,6465920.0,5168249.12,TRUE
syn-0078,equity_tilted,STOCKS,10103000.0,8719615.14,TRUE
syn-0078,equity_tilted,BONDS,2020600.0,2321883.54,TRUE
syn-0079,equity_tilted,CASH,592064.0,490611.5,TRUE
syn-0079,equity_tilted,MUTUAL_FUNDS,2368256.0,1716177.37,TRUE
syn-0079,equity_tilted,STOCKS,3700400.0,4122450.81,TRUE
syn-0079,equity_tilted,BONDS,740080.0,555031.54,TRUE
syn-0080,cash_heavy,CASH,997480.0,862665.7,TRUE
syn-0080,cash_heavy,FIXED_DEPOSIT,634760.0,451135.5,TRUE
syn-0080,cash_heavy,MUTUAL_FUNDS,181360.0,136978.56,TRUE
syn-0081,balanced,CASH,139665.0,129425.64,TRUE
syn-0081,balanced,FIXED_DEPOSIT,232775.0,353623.33,TRUE
syn-0081,balanced,MUTUAL_FUNDS,279330.0,332870.66,TRUE
syn-0081,balanced,STOCKS,186220.0,262131.45,TRUE
syn-0081,balanced,BONDS,93110.0,77343.94,TRUE
syn-0082,volatile_heavy,CASH,61120.0,92477.79,TRUE
syn-0082,volatile_heavy,STOCKS,672320.0,521567.62,TRUE
syn-0082,volatile_heavy,CRYPTO,488960.0,413432.41,TRUE
syn-0083,conservative_income,FIXED_DEPOSIT,1960560.0,2720513.92,TRUE
syn-0083,conservative_income,BONDS,1742720.0,1448688.79,TRUE
syn-0083,conservative_income,CASH,653520.0,464500.59,TRUE
syn-0084,volatile_heavy,CASH,346835.0,263560.6,TRUE
syn-0084,volatile_heavy,STOCKS,3815185.0,2670943.29,TRUE
syn-0084,volatile_heavy,CRYPTO,2774680.0,2280089.99,TRUE
syn-0085,conservative_income,FIXED_DEPOSIT,102510.0,87917.6,TRUE
syn-0085,conservative_income,BONDS,91120.0,88394.24,TRUE
syn-0085,conservative_income,CASH,34170.0,43458.47,TRUE
syn-0086,volatile_heavy,CASH,100315.0,103178.57,TRUE
syn-0086,volatile_heavy,STOCKS,1103465.0,1151932.52,TRUE
syn-0086,volatile_heavy,CRYPTO,802520.0,1012663.43,TRUE
syn-0087,equity_tilted,CASH,109920.0,97693.08,TRUE
syn-0087,equity_tilted,MUTUAL_FUNDS,439680.0,586457.41,TRUE
syn-0087,equity_tilted,STOCKS,687000.0,978830.41,TRUE
syn-0087,equity_tilted,BONDS,137400.0,177319.1,TRUE
syn-0088,volatile_heavy,CASH,24195.0,35934.06,TRUE
syn-0088,volatile_heavy,STOCKS,266145.0,204755.66,TRUE
syn-0088,volatile_heavy,CRYPTO,193560.0,169975.77,TRUE
syn-0090,balanced,CASH,82410.0,57323.1,TRUE
syn-0090,balanced,FIXED_DEPOSIT,137350.0,115951.38,TRUE
syn-0090,balanced,MUTUAL_FUNDS,164820.0,192382.68,TRUE
syn-0090,balanced,STOCKS,109880.0,99364.87,TRUE
syn-0090,balanced,BONDS,54940.0,61811.37,TRUE
syn-0091,cash_heavy,CASH,2665135.0,2194802.96,TRUE
syn-0091,cash_heavy,FIXED_DEPOSIT,1695995.0,2156204.55,TRUE
syn-0091,cash_heavy,MUTUAL_FUNDS,484570.0,340152.91,TRUE
syn-0092,volatile_heavy,CASH,899130.0,915957.46,TRUE
syn-0092,volatile_heavy,STOCKS,9890430.0,9974663.18,TRUE
syn-0092,volatile_heavy,CRYPTO,7193040.0,8631361.14,TRUE
syn-0093,cash_heavy,CASH,668250.0,569756.63,TRUE
syn-0093,cash_heavy,FIXED_DEPOSIT,425250.0,310962.5,TRUE
syn-0093,cash_heavy,MUTUAL_FUNDS,121500.0,98165.18,TRUE
syn-0096,conservative_income,FIXED_DEPOSIT,270810.0,193569.88,TRUE
syn-0096,conservative_income,BONDS,240720.0,329278.53,TRUE
syn-0096,conservative_income,CASH,90270.0,67267.22,TRUE
syn-0097,cash_heavy,CASH,1849155.0,1746206.04,TRUE
syn-0097,cash_heavy,FIXED_DEPOSIT,1176735.0,933433.15,TRUE
syn-0097,cash_heavy,MUTUAL_FUNDS,336210.0,321850.62,TRUE
syn-0098,cash_heavy,CASH,330220.0,306682.15,TRUE
syn-0098,cash_heavy,FIXED_DEPOSIT,210140.0,286419.79,TRUE
syn-0098,cash_heavy,MUTUAL_FUNDS,60040.0,47122.2,TRUE
syn-0101,cash_heavy,CASH,696740.0,577873.26,TRUE
syn-0101,cash_heavy,FIXED_DEPOSIT,443380.0,419217.97,TRUE
syn-0101,cash_heavy,MUTUAL_FUNDS,126680.0,155450.98,TRUE
syn-0103,volatile_heavy,CASH,281790.0,300891.12,TRUE
syn-0103,volatile_heavy,STOCKS,3099690.0,2990922.94,TRUE
syn-0103,volatile_heavy,CRYPTO,2254320.0,1855833.5,TRUE
syn-0104,balanced,CASH,1335300.0,1417453.22,TRUE
syn-0104,balanced,FIXED_DEPOSIT,2225500.0,2405800.3,TRUE
syn-0104,balanced,MUTUAL_FUNDS,2670600.0,3393729.94,TRUE
syn-0104,balanced,STOCKS,1780400.0,2708491.57,TRUE
syn-0104,balanced,BONDS,890200.0,1083913.06,TRUE
syn-0106,balanced,CASH,63015.0,62811.24,TRUE
syn-0106,balanced,FIXED_DEPOSIT,105025.0,116598.54,TRUE
syn-0106,balanced,MUTUAL_FUNDS,126030.0,145768.7,TRUE
syn-0106,balanced,STOCKS,84020.0,91556.27,TRUE
syn-0106,balanced,BONDS,42010.0,34843.03,TRUE
syn-0107,equity_tilted,CASH,152608.0,109858.11,TRUE
syn-0107,equity_tilted,MUTUAL_FUNDS,610432.0,453157.91,TRUE
syn-0107,equity_tilted,STOCKS,953800.0,786192.21,TRUE
syn-0107,equity_tilted,BONDS,190760.0,184615.25,TRUE
syn-0108,volatile_heavy,CASH,22440.0,18412.46,TRUE
syn-0108,volatile_heavy,STOCKS,246840.0,305331.84,TRUE
syn-0108,volatile_heavy,CRYPTO,179520.0,169720.4,TRUE
syn-0110,cash_heavy,CASH,2032140.0,1539996.12,TRUE
syn-0110,cash_heavy,FIXED_DEPOSIT,1293180.0,951945.12,TRUE
syn-0110,cash_heavy,MUTUAL_FUNDS,369480.0,414586.45,TRUE
syn-0112,equity_tilted,CASH,12048.0,8867.72,TRUE
syn-0112,equity_tilted,MUTUAL_FUNDS,48192.0,39879.32,TRUE
syn-0112,equity_tilted,STOCKS,75300.0,113118.47,TRUE
syn-0112,equity_tilted,BONDS,15060.0,22947.9,TRUE
syn-0113,volatile_heavy,CASH,157610.0,115756.13,TRUE
syn-0113,volatile_heavy,STOCKS,1733710.0,1444439.86,TRUE
syn-0113,volatile_heavy,CRYPTO,1260880.0,1007592.72,TRUE
syn-0115,equity_tilted,CASH,49568.0,75518.22,TRUE
syn-0115,equity_tilted,MUTUAL_FUNDS,198272.0,158378.6,TRUE
syn-0115,equity_tilted,STOCKS,309800.0,380445.52,TRUE
syn-0115,equity_tilted,BONDS,61960.0,46069.79,TRUE
syn-0116,balanced,CASH,101760.0,116080.78,TRUE
syn-0116,balanced,FIXED_DEPOSIT,169600.0,155240.57,TRUE
syn-0116,balanced,MUTUAL_FUNDS,203520.0,218178.46,TRUE
syn-0116,balanced,STOCKS,135680.0,178385.84,TRUE
syn-0116,balanced,BONDS,67840.0,80239.55,TRUE
syn-0117,equity_tilted,CASH,2344408.0,3043539.38,TRUE
syn-0117,equity_tilted,MUTUAL_FUNDS,9377632.0,10556616.66,TRUE
syn-0117,equity_tilted,STOCKS,14652550.0,18277252.89,TRUE
syn-0117,equity_tilted,BONDS,2930510.0,4391929.84,TRUE
syn-0118,balanced,CASH,31350.0,36381.91,TRUE
syn-0118,balanced,FIXED_DEPOSIT,52250.0,69429.57,TRUE
syn-0118,balanced,MUTUAL_FUNDS,62700.0,44553.1,TRUE
syn-0118,balanced,STOCKS,41800.0,48487.37,TRUE
syn-0118,balanced,BONDS,20900.0,15080.52,TRUE
syn-0120,equity_tilted,CASH,693960.0,557494.43,TRUE
syn-0120,equity_tilted,MUTUAL_FUNDS,2775840.0,3641846.7,TRUE
syn-0120,equity_tilted,STOCKS,4337250.0,3318194.44,TRUE
syn-0120,equity_tilted,BONDS,867450.0,790020.0,TRUE
syn-0121,conservative_income,FIXED_DEPOSIT,2289870.0,2117063.65,TRUE
syn-0121,conservative_income,BONDS,2035440.0,1667302.21,TRUE
syn-0121,conservative_income,CASH,763290.0,1162087.48,TRUE
syn-0122,conservative_income,FIXED_DEPOSIT,5255910.0,4790426.21,TRUE
syn-0122,conservative_income,BONDS,4671920.0,4210375.56,TRUE
syn-0122,conservative_income,CASH,1751970.0,2087921.88,TRUE
syn-0124,conservative_income,FIXED_DEPOSIT,344025.0,277097.01,TRUE
syn-0124,conservative_income,BONDS,305800.0,219595.17,TRUE
syn-0124,conservative_income,CASH,114675.0,82512.73,TRUE
syn-0125,conservative_income,FIXED_DEPOSIT,178470.0,127348.7,TRUE
syn-0125,conservative_income,BONDS,158640.0,151805.04,TRUE
syn-0125,conservative_income,CASH,59490.0,77460.39,TRUE
syn-0126,balanced,CASH,1893015.0,1711065.54,TRUE
syn-0126,balanced,FIXED_DEPOSIT,3155025.0,2608242.65,TRUE
syn-0126,balanced,MUTUAL_FUNDS,3786030.0,4968218.43,TRUE
syn-0126,balanced,STOCKS,2524020.0,1973895.16,TRUE
syn-0126,balanced,BONDS,1262010.0,927364.66,TRUE
syn-0127,volatile_heavy,CASH,212185.0,270700.35,TRUE
syn-0127,volatile_heavy,STOCKS,2334035.0,2468454.2,TRUE
syn-0127,volatile_heavy,CRYPTO,1697480.0,1524545.01,TRUE
syn-0128,cash_heavy,CASH,17452325.0,24455232.19,TRUE
syn-0128,cash_heavy,FIXED_DEPOSIT,11106025.0,9826566.49,TRUE
syn-0128,cash_heavy,MUTUAL_FUNDS,3173150.0,3237987.2,TRUE
syn-0131,balanced,CASH,55050.0,47529.17,TRUE
syn-0131,balanced,FIXED_DEPOSIT,91750.0,129711.02,TRUE
syn-0131,balanced,MUTUAL_FUNDS,110100.0,137861.79,TRUE
syn-0131,balanced,STOCKS,73400.0,73036.31,TRUE
syn-0131,balanced,BONDS,36700.0,25789.5,TRUE
syn-0132,conservative_income,FIXED_DEPOSIT,22040505.0,18793210.54,TRUE
syn-0132,conservative_income,BONDS,19591560.0,20956185.47,TRUE
syn-0132,conservative_income,CASH,7346835.0,10460584.8,TRUE
syn-0133,volatile_heavy,CASH,14460.0,12089.21,TRUE
syn-0133,volatile_heavy,STOCKS,159060.0,191001.06,TRUE
syn-0133,volatile_heavy,CRYPTO,115680.0,126963.82,TRUE
syn-0134,cash_heavy,CASH,2103255.0,2070922.03,TRUE
syn-0134,cash_heavy,FIXED_DEPOSIT,1338435.0,1135433.24,TRUE
syn-0134,cash_heavy,MUTUAL_FUNDS,382410.0,352260.73,TRUE
syn-0135,cash_heavy,CASH,829290.0,644678.32,TRUE
syn-0135,cash_heavy,FIXED_DEPOSIT,527730.0,548288.64,TRUE
syn-0135,cash_heavy,MUTUAL_FUNDS,150780.0,113950.94,TRUE
syn-0136,equity_tilted,CASH,1379408.0,1032241.96,TRUE
syn-0136,equity_tilted,MUTUAL_FUNDS,5517632.0,6066062.74,TRUE
syn-0136,equity_tilted,STOCKS,8621300.0,10774118.61,TRUE
syn-0136,equity_tilted,BONDS,1724260.0,2083712.75,TRUE
syn-0140,conservative_income,FIXED_DEPOSIT,584055.0,472315.52,TRUE
syn-0140,conservative_income,BONDS,519160.0,376734.61,TRUE
syn-0140,conservative_income,CASH,194685.0,157867.19,TRUE
syn-0141,equity_tilted,CASH,124000.0,97661.54,TRUE
syn-0141,equity_tilted,MUTUAL_FUNDS,496000.0,483024.75,TRUE
syn-0141,equity_tilted,STOCKS,775000.0,570538.4,TRUE
syn-0141,equity_tilted,BONDS,155000.0,139979.24,TRUE
syn-0143,volatile_heavy,CASH,1744890.0,1473158.94,TRUE
syn-0143,volatile_heavy,STOCKS,19193790.0,25743670.17,TRUE
syn-0143,volatile_heavy,CRYPTO,13959120.0,9956742.75,TRUE
syn-0144,volatile_heavy,CASH,155000.0,136396.14,TRUE
syn-0144,volatile_heavy,STOCKS,1705000.0,1369597.33,TRUE
syn-0144,volatile_heavy,CRYPTO,1240000.0,889071.94,TRUE
syn-0145,balanced,CASH,328695.0,240529.02,TRUE
syn-0145,balanced,FIXED_DEPOSIT,547825.0,396666.68,TRUE
syn-0145,balanced,MUTUAL_FUNDS,657390.0,610731.39,TRUE
syn-0145,balanced,STOCKS,438260.0,548660.18,TRUE
syn-0145,balanced,BONDS,219130.0,179316.14,TRUE
syn-0146,balanced,CASH,31200.0,42340.16,TRUE
syn-0146,balanced,FIXED_DEPOSIT,52000.0,50280.18,TRUE
syn-0146,balanced,MUTUAL_FUNDS,62400.0,59680.11,TRUE
syn-0146,balanced,STOCKS,41600.0,30204.74,TRUE
syn-0146,balanced,BONDS,20800.0,19337.45,TRUE
syn-0147,volatile_heavy,CASH,9265.0,11526.85,TRUE
syn-0147,volatile_heavy,STOCKS,101915.0,138089.35,TRUE
syn-0147,volatile_heavy,CRYPTO,74120.0,76156.3,TRUE
syn-0149,cash_heavy,CASH,1664960.0,2453343.94,TRUE
syn-0149,cash_heavy,FIXED_DEPOSIT,1059520.0,1158432.35,TRUE
syn-0149,cash_heavy,MUTUAL_FUNDS,302720.0,253527.97,TRUE
syn-0150,balanced,CASH,252975.0,255106.72,TRUE
